File,Tone,Time,Word,Syllable 
GUJ-P1-target1.wav,L,0.07164298832522017,ananyaa,nan
GUJ-P1-target1.wav,H,0.3837339362963046,ananyaa,yaa
GUJ-P1-target1.wav,L,0.8509426040590652,kheDvaanu,nu
GUJ-P1-target10.wav,L,0.37588251323114225,laavanya,laa
GUJ-P1-target10.wav,H,0.7274953854205632,laavanya,ya
GUJ-P1-target10.wav,L,0.8706623425647512,aaraam,aa
GUJ-P1-target10.wav,H,0.9449882811460538,aaraam,raam
GUJ-P1-target11.wav,L,0.7264336116015568,ananyaa,a
GUJ-P1-target11.wav,H,1.0800372384198278,ananyaa,yaa
GUJ-P1-target11.wav,L,1.2427174360308924,vyaayaam,vyaa
GUJ-P1-target11.wav,H,1.3542739834256965,vyaayaam,yaam
GUJ-P1-target12.wav,L,0.2461227065952962,laavanya,laa
GUJ-P1-target12.wav,H,0.671971903298101,laavanya,ya
GUJ-P1-target12.wav,L,1.1067016610319176,kheDvaanu,vaa
GUJ-P1-target12.wav,H,1.167216376294378,kheDvaanu,nu
GUJ-P1-target13.wav,L,0.2613796921759147,ananyaa,nan
GUJ-P1-target13.wav,H,0.46443641655608053,ananyaa,nan
GUJ-P1-target13.wav,L,0.6898469318377495,aaraam,raam
GUJ-P1-target13.wav,H,0.7772700845736448,aaraam,raam
GUJ-P1-target14.wav,L,0.7264336116015568,ananyaa,nan
GUJ-P1-target14.wav,H,1.0800372384198278,ananyaa,yaa
GUJ-P1-target14.wav,L,1.242953220874246,vyaayaam,vyaa
GUJ-P1-target14.wav,H,1.3555236262563628,vyaayaam,yaam
GUJ-P1-target15.wav,L,0.24441275053822287,laavanya,laa
GUJ-P1-target15.wav,H,0.6722964383248331,laavanya,ya
GUJ-P1-target15.wav,L,1.1263107421208582,kheDvaanu,vaa
GUJ-P1-target15.wav,H,1.1649563520219601,kheDvaanu,nu
GUJ-P1-target16.wav,L,0.16370797900790082,laavanya,laa
GUJ-P1-target16.wav,H,0.46313468807913755,laavanya,ya
GUJ-P1-target16.wav,L,0.6837520248704873,nindvaanu,nind
GUJ-P1-target16.wav,H,0.74483298627296,nindvaanu,vaa
GUJ-P1-target2.wav,L,0.211492204089514,laavanya,laa
GUJ-P1-target2.wav,H,0.5076486370489914,laavanya,ya
GUJ-P1-target2.wav,L,0.73257205125141,vyaayaam,vyaa
GUJ-P1-target2.wav,H,0.8558661220856237,vyaayaam,yaam
GUJ-P1-target3.wav,L,0.7091740068668976,ananyaa,nan
GUJ-P1-target3.wav,H,0.9535429154366148,ananyaa,yaa
GUJ-P1-target3.wav,L,1.2158801261070464,nindvaanu,nind
GUJ-P1-target3.wav,H,1.32114781846121,nindvaanu,vaa
GUJ-P1-target4.wav,L,0.1640921105830614,ananyaa,a
GUJ-P1-target4.wav,H,0.6331473693230681,ananyaa,yaa
GUJ-P1-target4.wav,L,0.8087769184585453,aaraam,aa
GUJ-P1-target4.wav,H,0.9001595308725365,aaraam,raam
GUJ-P1-target5.wav,L,0.47274143907822447,laavanya,laa
GUJ-P1-target5.wav,H,0.8301655489651201,laavanya,ya
GUJ-P1-target5.wav,L,1.0047819565578748,vyaayaam,vyaa
GUJ-P1-target5.wav,H,1.1174982539087408,vyaayaam,yaam
GUJ-P1-target6.wav,L,0.04009658533472195,ananyaa,a
GUJ-P1-target6.wav,H,0.3303187360754086,ananyaa,yaa
GUJ-P1-target6.wav,L,0.5036386196384895,nindvaanu,nind
GUJ-P1-target6.wav,H,0.595842780312505,nindvaanu,vaa
GUJ-P1-target7.wav,L,0.17289641399428068,laavanya,laa
GUJ-P1-target7.wav,H,0.3831005423742229,laavanya,ya
GUJ-P1-target7.wav,L,0.5812002992909798,aaraam,aa
GUJ-P1-target7.wav,H,0.6703596699483758,aaraam,raam
GUJ-P1-target8.wav,L,0.11848345200311,ananyaa,nan
GUJ-P1-target8.wav,H,0.3837129123237278,ananyaa,yaa
GUJ-P1-target8.wav,L,0.5691421366875745,kheDvaanu,kheD
GUJ-P1-target8.wav,H,0.6597267969256578,kheDvaanu,vaa
GUJ-P1-target9.wav,L,0.15387473774558477,laavanya,laa
GUJ-P1-target9.wav,H,0.4615200133127426,laavanya,ya
GUJ-P1-target9.wav,L,0.6658928555293748,nindvaanu,nind
GUJ-P1-target9.wav,H,0.7302724388871833,nindvaanu,vaa
GUJ-P10-target1.wav,L,0.18753845077195516,ananyaa,a
GUJ-P10-target1.wav,H,0.2702905017176803,ananyaa,nan
GUJ-P10-target1.wav,L,0.9771208700908064,kheDvaanu,nu
GUJ-P10-target10.wav,L,0.34831386403793546,laavanya,laa
GUJ-P10-target10.wav,H,0.6199651556771455,laavanya,van
GUJ-P10-target10.wav,L,0.7857175618939113,aaraam,aa
GUJ-P10-target10.wav,H,0.9089578420743596,aaraam,raam
GUJ-P10-target11.wav,L,0.19840795349863105,ananyaa,a
GUJ-P10-target11.wav,H,0.28733989759122947,ananyaa,nan
GUJ-P10-target11.wav,L,0.5709737246103977,vyaayaam,vyaa
GUJ-P10-target11.wav,H,0.7392593685923925,vyaayaam,yaam
GUJ-P10-target12.wav,L,0.3538444503121742,laavanya,laa
GUJ-P10-target12.wav,H,0.6494200014824277,laavanya,ya
GUJ-P10-target12.wav,L,0.9057865509668312,kheDvaanu,kheD
GUJ-P10-target12.wav,H,0.9781724002330159,kheDvaanu,vaa
GUJ-P10-target13.wav,L,0.5572833873688059,ananyaa,nan
GUJ-P10-target13.wav,H,0.7497961471381928,ananyaa,yaa
GUJ-P10-target13.wav,L,1.2060250161807122,aaraam,raam
GUJ-P10-target14.wav,L,0.3779702353268456,ananyaa,a
GUJ-P10-target14.wav,H,0.4585133827514349,ananyaa,nan
GUJ-P10-target14.wav,L,0.7549770427312876,vyaayaam,vyaa
GUJ-P10-target14.wav,H,0.8841522855960438,vyaayaam,vyaa
GUJ-P10-target15.wav,L,0.27672318370373555,laavanya,laa
GUJ-P10-target15.wav,H,0.6605082735236465,laavanya,ya
GUJ-P10-target15.wav,L,0.883575699451448,kheDvaanu,kheD
GUJ-P10-target15.wav,H,0.9524886355656483,kheDvaanu,vaa
GUJ-P10-target16.wav,L,0.12260354529009512,laavanya,laa
GUJ-P10-target16.wav,H,0.3716357552707294,laavanya,ya
