File,labelPoint,label,f0,time,begTimeLabel,endTimeLabel 
GUJ-P10-target4,H,aaraam,129.41214822354138,0.7129532565419215,0.5516434816026627,0.8704043817153491
GUJ-P10-target5,L,laavanya,115.10561919111187,0.17539004877010628,0.11677470080491274,0.6340184329588678
GUJ-P10-target5,H,laavanya,136.2154295380443,0.5492209383407423,0.11677470080491274,0.6340184329588678
GUJ-P10-target5,L,vyaayaam,125.36054818940242,0.6744387371386804,0.6340184329588678,1.0099120670543724
GUJ-P10-target5,H,vyaayaam,129.1498429944634,0.8465864964462403,0.6340184329588678,1.0099120670543724
GUJ-P10-target6,L,ananyaa,129.3889411589051,0.34321749360815834,0.2214862306621378,0.6762111522015402
GUJ-P10-target6,H,ananyaa,135.62644791778047,0.6297279991668192,0.2214862306621378,0.6762111522015402
GUJ-P10-target6,L,nindvaanu,127.22694802405684,0.7239914320359585,0.6762111522015402,1.1191957454233936
GUJ-P10-target6,H,nindvaanu,142.6736385360126,0.8429277370518701,0.6762111522015402,1.1191957454233936
GUJ-P10-target7,L,laavanya,114.07735098022734,0.26239347204259295,0.2081532134600621,0.7544167198457931
GUJ-P10-target7,H,laavanya,138.5842646230286,0.5378526366910419,0.2081532134600621,0.7544167198457931
GUJ-P10-target7,L,aaraam,124.24237105815385,0.7895676301612438,0.7544167198457931,1.0606679823797283
GUJ-P10-target7,H,aaraam,130.8956994117788,0.9014409605924446,0.7544167198457931,1.0606679823797283
GUJ-P10-target8,L,ananyaa,131.96817790394374,0.3442766415544484,0.2933385007644945,0.706948152333088
GUJ-P10-target8,H,ananyaa,145.37382157204448,0.4179328759450917,0.2933385007644945,0.706948152333088
GUJ-P10-target8,L,kheDvaanu,133.20549380367626,0.8813564144754482,0.706948152333088,1.2056055270339043
GUJ-P10-target8,H,kheDvaanu,135.612914399238,1.014266216671664,0.706948152333088,1.2056055270339043
GUJ-P10-target9,L,laavanya,114.18523672189257,0.1540462768257113,0.10997658955838245,0.6788809852918434
GUJ-P10-target9,H,laavanya,136.4310191361078,0.5756414876258786,0.10997658955838245,0.6788809852918434
GUJ-P10-target9,L,nindvaanu,127.87946484673404,0.7316022298941085,0.6788809852918434,1.128986728787903
GUJ-P10-target9,H,nindvaanu,132.2978952615275,0.9564773880133054,0.6788809852918434,1.128986728787903
GUJ-P11-target1,L,ananyaa,198.10194547899022,0.2472696122017911,0.1894654571204492,0.7095062737094966
GUJ-P11-target1,H,ananyaa,201.72136904182395,0.628029198836451,0.1894654571204492,0.7095062737094966
GUJ-P11-target1,L,kheDvaanu,173.84214890999638,0.9919410161509933,0.7095062737094966,1.3044612265962399
GUJ-P11-target1,H,kheDvaanu,178.97655300024672,1.258540838258488,0.7095062737094966,1.3044612265962399
GUJ-P11-target10,L,laavanya,184.48427980469427,0.45200657968208313,0.3806425721410425,0.9165712938987371
GUJ-P11-target10,H,laavanya,206.22317510093555,0.8488004415060553,0.3806425721410425,0.9165712938987371
GUJ-P11-target10,L,aaraam,180.82928645549435,1.018684272340696,0.9165712938987371,1.2804914221878159
GUJ-P11-target10,H,aaraam,193.32669221457004,1.228612594484422,0.9165712938987371,1.2804914221878159
GUJ-P11-target11,L,ananyaa,183.60505841726987,0.27749845996997835,0.21272030844851306,0.7032957556950455
GUJ-P11-target11,H,ananyaa,197.35570898887332,0.59638812679165,0.21272030844851306,0.7032957556950455
GUJ-P11-target11,L,vyaayaam,184.88896944529014,0.8930472759555181,0.7032957556950455,1.1748477920912148
GUJ-P11-target11,H,vyaayaam,186.6044747168208,0.9803288008721966,0.7032957556950455,1.1748477920912148
GUJ-P11-target12,L,laavanya,190.1955689551029,0.3363364264533451,0.24748659799460795,0.61772668826853
GUJ-P11-target12,H,laavanya,219.77581196866356,0.5916175612227107,0.24748659799460795,0.61772668826853
GUJ-P11-target12,L,kheDvaanu,188.3563836902735,0.8450940440662846,0.61772668826853,1.223873051720536
GUJ-P11-target12,H,kheDvaanu,195.74303685704893,1.1040271716266732,0.61772668826853,1.223873051720536
GUJ-P11-target13,L,ananyaa,181.90035232931763,0.2290161679757393,0.15075753783507007,0.5964027128538272
GUJ-P11-target13,H,ananyaa,195.6372589040889,0.5140991890466636,0.15075753783507007,0.5964027128538272
GUJ-P11-target13,L,aaraam,178.60145545422745,0.7504341085271318,0.5964027128538272,1.0202409039983211
GUJ-P11-target13,H,aaraam,188.95379435533576,0.9675603789836349,0.5964027128538272,1.0202409039983211
GUJ-P11-target14,L,ananyaa,94.75510908600906,0.2664586593856468,0.18210874344300082,0.6694215033030454
GUJ-P11-target14,H,ananyaa,208.32401005201353,0.6019832913886303,0.18210874344300082,0.6694215033030454
GUJ-P11-target14,L,vyaayaam,184.73898632431798,0.9050991931656384,0.6694215033030454,1.1763015326828574
GUJ-P11-target14,H,vyaayaam,195.22694875506798,1.0350693244739757,0.6694215033030454,1.1763015326828574
GUJ-P11-target15,L,laavanya,188.0311097246395,0.35764732524238935,0.2733440842340652,0.7793704674258863
GUJ-P11-target15,H,laavanya,201.0678834175765,0.736676781845822,0.2733440842340652,0.7793704674258863
GUJ-P11-target15,L,kheDvaanu,179.81111580681187,0.9946385853451968,0.7793704674258863,1.3412280278001114
GUJ-P11-target15,H,kheDvaanu,92.17113080658184,1.281262811455613,0.7793704674258863,1.3412280278001114
GUJ-P11-target16,L,laavanya,190.17625302994523,0.35191689153956845,0.30026145699747553,0.7693087779352958
GUJ-P11-target16,H,laavanya,208.1126946933853,0.7228371182974584,0.30026145699747553,0.7693087779352958
GUJ-P11-target16,L,nindvaanu,188.42334082059526,1.0012176230403569,0.7693087779352958,1.3337922916120686
GUJ-P11-target16,H,nindvaanu,196.40491982367755,1.1906377652462308,0.7693087779352958,1.3337922916120686
GUJ-P11-target2,L,laavanya,184.9040313084357,0.836340187884933,0.6956475031814235,1.1794483513680682
GUJ-P11-target2,H,laavanya,200.1954688934042,1.1224674407870239,0.6956475031814235,1.1794483513680682
GUJ-P11-target2,L,vyaayaam,186.33424917231295,1.3738263701371762,1.1794483513680682,1.6572568385928523
GUJ-P11-target2,H,vyaayaam,194.5833894994396,1.5832921445956365,1.1794483513680682,1.6572568385928523
GUJ-P11-target3,L,ananyaa,192.8854294462443,0.487508651973184,0.4514864143797764,0.854220098520878
GUJ-P11-target3,H,ananyaa,216.40372865456098,0.8336127458187136,0.4514864143797764,0.854220098520878
GUJ-P11-target3,L,nindvaanu,184.1280774794738,1.0846121621640243,0.854220098520878,1.3809822245449557
GUJ-P11-target3,H,nindvaanu,197.02505698931736,1.3204429603066252,0.854220098520878,1.3809822245449557
GUJ-P11-target4,L,ananyaa,190.53011188080447,0.19126916772479777,0.1295065236944006,0.5385688762655184
GUJ-P11-target4,H,ananyaa,222.42204452576414,0.5081849980854204,0.1295065236944006,0.5385688762655184
GUJ-P11-target4,L,aaraam,183.87621505254614,0.6674056928661435,0.5385688762655184,0.9289932781964058
GUJ-P11-target4,H,aaraam,195.67702663579593,0.8714940205867,0.5385688762655184,0.9289932781964058
GUJ-P11-target5,L,laavanya,171.56897519019392,0.5151537068798469,0.3714050598661357,0.9124924410375712
GUJ-P11-target5,H,laavanya,204.51677016685764,0.8432763274633591,0.3714050598661357,0.9124924410375712
GUJ-P11-target5,L,vyaayaam,176.3696325075996,1.2423091302248834,0.9124924410375712,1.3397960092284207
GUJ-P11-target5,H,vyaayaam,184.614418471635,1.3126508565279253,0.9124924410375712,1.3397960092284207
GUJ-P11-target6,L,ananyaa,168.88506746997345,0.35960162626074504,0.3019952651277185,0.7169613198314811
GUJ-P11-target6,H,ananyaa,202.88752331579346,0.6783135383549029,0.3019952651277185,0.7169613198314811
GUJ-P11-target6,L,nindvaanu,189.11638090189058,0.8762852303859898,0.7169613198314811,1.276074831462599
GUJ-P11-target6,H,nindvaanu,193.2643068735212,1.156340457239944,0.7169613198314811,1.276074831462599
GUJ-P11-target7,L,laavanya,180.76658808757685,0.9408673966635126,0.8006083973878559,1.344668332157943
GUJ-P11-target7,H,laavanya,202.38080999711548,1.2227310798653703,0.8006083973878559,1.344668332157943
GUJ-P11-target7,L,aaraam,174.53610389190362,1.4416917096702102,1.344668332157943,1.70268440914087
GUJ-P11-target7,H,aaraam,181.65492955839517,1.670877469855076,1.344668332157943,1.70268440914087
GUJ-P11-target8,L,ananyaa,198.35412558683686,0.15104374321788447,0.07845179268591441,0.45195601481841624
GUJ-P11-target8,H,ananyaa,212.93563309751607,0.4068939963347276,0.07845179268591441,0.45195601481841624
GUJ-P11-target8,L,kheDvaanu,189.11164572588817,0.6671152923711929,0.45195601481841624,1.0056457184942682
GUJ-P11-target8,H,kheDvaanu,192.1760686901431,0.751761948581524,0.45195601481841624,1.0056457184942682
GUJ-P11-target9,L,laavanya,185.57256285199247,0.4195186905938355,0.3399704879946137,0.8258599964787342
GUJ-P11-target9,H,laavanya,197.79437089872516,0.7837450312609482,0.3399704879946137,0.8258599964787342
GUJ-P11-target9,L,nindvaanu,178.32793217692247,1.217033585704492,0.8258599964787342,1.386916925175557
GUJ-P11-target9,H,nindvaanu,181.95859707266717,1.3378466909981075,0.8258599964787342,1.386916925175557
GUJ-P12-target1,L,ananyaa,105.00422147797742,0.11264646489424306,0.049116747733579554,0.5443532884043824
GUJ-P12-target1,H,ananyaa,117.99965234368712,0.47717796080291247,0.049116747733579554,0.5443532884043824
GUJ-P12-target1,L,kheDvaanu,102.69385813812046,0.6596513258872857,0.5443532884043824,0.9975943229941144
GUJ-P12-target1,H,kheDvaanu,104.83528127854711,0.8192388939417176,0.5443532884043824,0.9975943229941144
GUJ-P12-target10,L,laavanya,89.3970503619814,0.19388422753951448,0.03243411837518927,0.6247728053934077
GUJ-P12-target10,H,laavanya,103.11584948163235,0.5037149884707156,0.03243411837518927,0.6247728053934077
GUJ-P12-target10,L,aaraam,91.65858956308034,0.7091028895506232,0.6247728053934077,0.9292201209295062
GUJ-P12-target10,H,aaraam,97.43729780635937,0.8183412221003707,0.6247728053934077,0.9292201209295062
GUJ-P12-target11,L,ananyaa,93.58709844780908,0.169216216837702,0.12801148943720397,0.63736638415351
GUJ-P12-target11,H,ananyaa,111.34049181161942,0.5718308970498803,0.12801148943720397,0.63736638415351
GUJ-P12-target11,L,vyaayaam,93.22861413395279,0.6722867845885934,0.63736638415351,0.9571428226977955
GUJ-P12-target11,H,vyaayaam,98.22518098730333,0.8115518840563003,0.63736638415351,0.9571428226977955
GUJ-P12-target12,L,laavanya,89.89541384530776,0.09680399254749868,0.03047375325699837,0.6417088671462525
GUJ-P12-target12,H,laavanya,109.99607459470144,0.604054399124314,0.03047375325699837,0.6417088671462525
GUJ-P12-target12,L,kheDvaanu,92.99947615813424,0.7813893665403421,0.6417088671462525,1.124130259019937
GUJ-P12-target12,H,kheDvaanu,96.1677202461643,1.0175746910101227,0.6417088671462525,1.124130259019937
GUJ-P12-target13,L,ananyaa,94.77567690500716,0.17686976354641712,0.14034254163232393,0.6734354526124177
GUJ-P12-target13,H,ananyaa,109.75933779715331,0.5570269327350185,0.14034254163232393,0.6734354526124177
GUJ-P12-target13,L,aaraam,89.27905450436351,0.7331899164712075,0.6734354526124177,1.0077395028059533
GUJ-P12-target13,H,aaraam,97.64221607128653,0.8375702687246563,0.6734354526124177,1.0077395028059533
GUJ-P12-target14,L,ananyaa,89.03503043286364,0.12379558942797976,0.08276966320354727,0.6226280821019201
GUJ-P12-target14,H,ananyaa,114.53476537175358,0.5499945745264778,0.08276966320354727,0.6226280821019201
GUJ-P12-target14,L,vyaayaam,91.68207404833713,0.6629569604606464,0.6226280821019201,0.950929075994582
GUJ-P12-target14,H,vyaayaam,99.90916531361857,0.8681733051167603,0.6226280821019201,0.950929075994582
GUJ-P12-target15,L,laavanya,90.52356480480269,0.15499427825146694,0.09149318983907806,0.7411163614542958
GUJ-P12-target15,H,laavanya,111.38654769656021,0.6973227111075702,0.09149318983907806,0.7411163614542958
GUJ-P12-target15,L,kheDvaanu,91.36648712067348,0.9003663369130862,0.7411163614542958,1.2363702097455795
GUJ-P12-target15,H,kheDvaanu,98.44356737059218,1.068561964076848,0.7411163614542958,1.2363702097455795
GUJ-P12-target16,L,laavanya,89.87513985796043,0.23588936768422045,0.18036303590251432,0.7540468582628826
GUJ-P12-target16,H,laavanya,111.23212196299873,0.7276317345290672,0.18036303590251432,0.7540468582628826
GUJ-P12-target16,L,nindvaanu,93.95202328320232,0.8685858894998838,0.7540468582628826,1.2547626470531112
GUJ-P12-target16,H,nindvaanu,101.40398341568067,1.0789788979414803,0.7540468582628826,1.2547626470531112
GUJ-P12-target2,L,laavanya,96.12984765087002,0.1642068777919191,0.006305298101168114,0.5571459913208577
GUJ-P12-target2,H,laavanya,111.30769859394907,0.5074101882737615,0.006305298101168114,0.5571459913208577
GUJ-P12-target2,L,vyaayaam,99.27581599436346,0.6031177298846996,0.5571459913208577,0.9030620616189742
GUJ-P12-target2,H,vyaayaam,102.49150142029546,0.7712923740023508,0.5571459913208577,0.9030620616189742
GUJ-P12-target3,L,ananyaa,108.42249785246892,0.07900682161205348,0.019951076242892496,0.4324250151537171
GUJ-P12-target3,H,ananyaa,118.1368371738197,0.3992173709632004,0.019951076242892496,0.4324250151537171
GUJ-P12-target3,L,nindvaanu,102.59755542773917,0.6430922427964569,0.4324250151537171,0.8968759937496485
GUJ-P12-target3,H,nindvaanu,109.18205384011208,0.7197640476176379,0.4324250151537171,0.8968759937496485
GUJ-P12-target4,L,ananyaa,94.97006352666473,0.10300965476424247,0.0529722531623192,0.5229319171797624
GUJ-P12-target4,H,ananyaa,111.68518560745576,0.41097933176392626,0.0529722531623192,0.5229319171797624
GUJ-P12-target4,L,aaraam,98.86681821327429,0.5677164529135627,0.5229319171797624,0.8214079750921836
GUJ-P12-target4,H,aaraam,102.99214788390995,0.677233481125979,0.5229319171797624,0.8214079750921836
GUJ-P12-target5,L,laavanya,96.33744778699736,0.15400562334289092,0.07795692489985759,0.6527335681624737
GUJ-P12-target5,H,laavanya,112.50457124889246,0.5533214251001737,0.07795692489985759,0.6527335681624737
GUJ-P12-target5,L,vyaayaam,96.35484255135388,0.7241417518205145,0.6527335681624737,0.9637848456220823
GUJ-P12-target5,H,vyaayaam,101.48704031143924,0.8935744452575387,0.6527335681624737,0.9637848456220823
GUJ-P12-target6,L,ananyaa,94.0297025094254,0.05935274864393405,0.025968246403622088,0.5346054179861885
GUJ-P12-target6,H,ananyaa,119.82145209371276,0.4996732928033719,0.025968246403622088,0.5346054179861885
GUJ-P12-target6,L,nindvaanu,104.83112935759867,0.7541938385602724,0.5346054179861885,1.0221855539398554
GUJ-P12-target6,H,nindvaanu,112.13308362207707,0.8381856186600496,0.5346054179861885,1.0221855539398554
GUJ-P12-target7,L,laavanya,94.00767639554621,0.10688101134654011,0.07664911950353444,0.6674838953945561
GUJ-P12-target7,H,laavanya,118.53786605785118,0.5572164251269135,0.07664911950353444,0.6674838953945561
GUJ-P12-target7,L,aaraam,97.75874891082819,0.7374927576853635,0.6674838953945561,0.9637902015312293
GUJ-P12-target7,H,aaraam,102.90248589150255,0.7965755599383287,0.6674838953945561,0.9637902015312293
GUJ-P12-target8,L,ananyaa,94.79707137058607,0.1923815790401671,0.07496957826106244,0.5579913479100652
GUJ-P12-target8,H,ananyaa,113.99885079727727,0.5094013732514733,0.07496957826106244,0.5579913479100652
GUJ-P12-target8,L,kheDvaanu,95.06981063439196,0.7084144550791752,0.6222336325433573,1.0390172483044466
GUJ-P12-target8,H,kheDvaanu,99.32067616930532,0.8409122377152316,0.6222336325433573,1.0390172483044466
GUJ-P12-target9,L,laavanya,91.03959250588687,0.1633072304229933,0.0232993044757297,0.5420371481477326
GUJ-P12-target9,H,laavanya,112.81930206053025,0.520105959219106,0.0232993044757297,0.5420371481477326
GUJ-P12-target9,L,nindvaanu,96.40046858394929,0.7536628795112125,0.5420371481477326,0.9975762482672497
GUJ-P12-target9,H,nindvaanu,101.58093504183257,0.8329047751612201,0.5420371481477326,0.9975762482672497
GUJ-P2-target10,L,laavanya,164.23701820100882,0.24144052885788142,0.13897589700848723,0.8262846142530268
GUJ-P2-target10,H,laavanya,225.20977397029552,0.5566412007943686,0.13897589700848723,0.8262846142530268
GUJ-P2-target10,L,aaraam,189.57709913959388,0.9492778336524618,0.8262846142530268,1.2059730948485616
GUJ-P2-target10,H,aaraam,219.6758494145657,1.1007287757819733,0.8262846142530268,1.2059730948485616
GUJ-P2-target12,L,laavanya,164.64703398038162,0.375998098570847,0.32800237623363576,1.0613862817083675
