"","File","totalDuration","label","duration","language","talker","utt","condition","gf","WorS","durationN","Tone"
"1","CHO-P1-target10.wav",1.85253330560862,"laavanya",0.580639025970601,"Chodri","P1","target10","predFoc","subject","word",0.313429736573531,"LH"
"2","CHO-P1-target10.wav",1.85253330560862,"aaraam",0.43858874694179,"Chodri","P1","target10","predFoc","predicate","word",0.236750802597689,"LH"
"3","CHO-P1-target10.wav",1.85253330560862,"karti hase",0.833305532696224,"Chodri","P1","target10","predFoc","other","other",0.44981946082878,"0"
"4","CHO-P1-target10.wav",1.85253330560862,"laa",0.165965530841481,"Chodri","P1","target10","predFoc","subject","syl",0.0895884194572987,"LH"
"5","CHO-P1-target10.wav",1.85253330560862,"van",0.158777628825877,"Chodri","P1","target10","predFoc","subject","syl",0.0857083801652429,"LH"
"6","CHO-P1-target10.wav",1.85253330560862,"ya",0.255895866303243,"Chodri","P1","target10","predFoc","subject","syl",0.13813293695099,"LH"
"7","CHO-P1-target10.wav",1.85253330560862,"aa",0.241396292912373,"Chodri","P1","target10","predFoc","predicate","syl",0.130306047498059,"LH"
"8","CHO-P1-target10.wav",1.85253330560862,"raam",0.197192454029417,"Chodri","P1","target10","predFoc","predicate","syl",0.10644475509963,"LH"
"9","CHO-P1-target10.wav",1.85253330560862,"karti hase",0.833305532696224,"Chodri","P1","target10","predFoc","other","other",0.44981946082878,"0"
"10","CHO-P1-target11.wav",1.84993560394429,"ananyaa",0.456574359865738,"Chodri","P1","target11","subjFoc","subject","word",0.246805542253614,"LH"
"11","CHO-P1-target11.wav",1.84993560394429,"kasrat",0.417523168988214,"Chodri","P1","target11","subjFoc","predicate","word",0.225696055634587,"LH"
"12","CHO-P1-target11.wav",1.84993560394429,"karti hase",0.975838075090342,"Chodri","P1","target11","subjFoc","other","other",0.5274984021118,"0"
"13","CHO-P1-target11.wav",1.84993560394429,"a",0.0333641907766449,"Chodri","P1","target11","subjFoc","subject","syl",0.0180353255029571,"LH"
"14","CHO-P1-target11.wav",1.84993560394429,"nan",0.277545541855097,"Chodri","P1","target11","subjFoc","subject","syl",0.150029839559461,"LH"
"15","CHO-P1-target11.wav",1.84993560394429,"yaa",0.145602991968521,"Chodri","P1","target11","subjFoc","subject","syl",0.0787070596717404,"LH"
"16","CHO-P1-target11.wav",1.84993560394429,"kas",0.244962358683124,"Chodri","P1","target11","subjFoc","predicate","syl",0.132416695024861,"LH"
"17","CHO-P1-target11.wav",1.84993560394429,"rat",0.17256081030509,"Chodri","P1","target11","subjFoc","predicate","syl",0.0932793606097254,"LH"
"18","CHO-P1-target11.wav",1.84993560394429,"karti hase",0.975838075090342,"Chodri","P1","target11","subjFoc","other","other",0.5274984021118,"0"
"19","CHO-P1-target12.wav",2.0635981473222,"laavanya",0.496884167985543,"Chodri","P1","target12","predFoc","subject","word",0.240785333438256,"LH"
"20","CHO-P1-target12.wav",2.0635981473222,"kheDvaanu",0.49843651861949,"Chodri","P1","target12","predFoc","predicate","word",0.241537587764497,"LH"
"21","CHO-P1-target12.wav",2.0635981473222,"kaam",0.229304806919038,"Chodri","P1","target12","predFoc","other","other",0.111118924591298,"0"
"22","CHO-P1-target12.wav",2.0635981473222,"karti hase",0.838972653798128,"Chodri","P1","target12","predFoc","other","other",0.406558154205949,"0"
"23","CHO-P1-target12.wav",2.0635981473222,"laa",0.146924686840443,"Chodri","P1","target12","predFoc","subject","syl",0.0711983033281448,"LH"
"24","CHO-P1-target12.wav",2.0635981473222,"van",0.167231783701826,"Chodri","P1","target12","predFoc","subject","syl",0.0810389289788966,"LH"
"25","CHO-P1-target12.wav",2.0635981473222,"ya",0.182727697443273,"Chodri","P1","target12","predFoc","subject","syl",0.0885481011312147,"LH"
"26","CHO-P1-target12.wav",2.0635981473222,"kheD",0.221366082741194,"Chodri","P1","target12","predFoc","predicate","syl",0.10727189449576,"LH"
"27","CHO-P1-target12.wav",2.0635981473222,"vaa",0.130141349880261,"Chodri","P1","target12","predFoc","predicate","syl",0.0630652581507389,"LH"
"28","CHO-P1-target12.wav",2.0635981473222,"nu",0.146929085998035,"Chodri","P1","target12","predFoc","predicate","syl",0.0712004351179978,"LH"
"29","CHO-P1-target12.wav",2.0635981473222,"karti hase",0.838972653798128,"Chodri","P1","target12","predFoc","other","other",0.406558154205949,"0"
"30","CHO-P1-target13.wav",1.4840512446618,"ananyaa",0.477578534492405,"Chodri","P1","target13","subjFoc","subject","word",0.321807306998512,"LH"
"31","CHO-P1-target13.wav",1.4840512446618,"aaraam",0.380186325633479,"Chodri","P1","target13","subjFoc","predicate","word",0.256181400070264,"LH"
"32","CHO-P1-target13.wav",1.4840512446618,"karti hase",0.62628638453592,"Chodri","P1","target13","subjFoc","other","other",0.422011292931224,"0"
"33","CHO-P1-target13.wav",1.4840512446618,"a",0.0597600482814577,"Chodri","P1","target13","subjFoc","subject","syl",0.0402681837951467,"LH"
"34","CHO-P1-target13.wav",1.4840512446618,"nan",0.250902263074679,"Chodri","P1","target13","subjFoc","subject","syl",0.169065767760504,"LH"
"35","CHO-P1-target13.wav",1.4840512446618,"yaa",0.166916223136268,"Chodri","P1","target13","subjFoc","subject","syl",0.112473355442862,"LH"
"36","CHO-P1-target13.wav",1.4840512446618,"aa",0.152295905534726,"Chodri","P1","target13","subjFoc","predicate","syl",0.102621729594945,"LH"
"37","CHO-P1-target13.wav",1.4840512446618,"raam",0.227890420098753,"Chodri","P1","target13","subjFoc","predicate","syl",0.153559670475319,"LH"
"38","CHO-P1-target13.wav",1.4840512446618,"karti ha",0.62628638453592,"Chodri","P1","target13","subjFoc","other","other",0.422011292931224,"0"
"39","CHO-P1-target15.wav",1.85977446333944,"laavanya",0.482204172385471,"Chodri","P1","target15","subjFoc","subject","word",0.259280994491997,"LH"
"40","CHO-P1-target15.wav",1.85977446333944,"kheDvaanu",0.490409198001124,"Chodri","P1","target15","subjFoc","predicate","word",0.263692833549578,"LH"
"41","CHO-P1-target15.wav",1.85977446333944,"kaam",0.24425247900552,"Chodri","P1","target15","subjFoc","other","other",0.131334462226638,"0"
"42","CHO-P1-target15.wav",1.85977446333944,"karti hase",0.64290861394733,"Chodri","P1","target15","subjFoc","other","other",0.345691709731787,"0"
"43","CHO-P1-target15.wav",1.85977446333944,"laa",0.149418251524625,"Chodri","P1","target15","subjFoc","subject","syl",0.0803421352803861,"LH"
"44","CHO-P1-target15.wav",1.85977446333944,"van",0.169530771232748,"Chodri","P1","target15","subjFoc","subject","syl",0.0911566292443523,"LH"
"45","CHO-P1-target15.wav",1.85977446333944,"ya",0.163255149628098,"Chodri","P1","target15","subjFoc","subject","syl",0.0877822299672585,"LH"
"46","CHO-P1-target15.wav",1.85977446333944,"kheD",0.22152492927966,"Chodri","P1","target15","subjFoc","predicate","syl",0.119113867647094,"LH"
"47","CHO-P1-target15.wav",1.85977446333944,"vaa",0.125663366544368,"Chodri","P1","target15","subjFoc","predicate","syl",0.0675691429372163,"LH"
"48","CHO-P1-target15.wav",1.85977446333944,"nu",0.143220902177096,"Chodri","P1","target15","subjFoc","predicate","syl",0.0770098229652676,"LH"
"49","CHO-P1-target15.wav",1.85977446333944,"karti ha",0.64290861394733,"Chodri","P1","target15","subjFoc","other","other",0.345691709731787,"0"
"50","CHO-P1-target16.wav",2.13368295663735,"laavanya",0.462937862013641,"Chodri","P1","target16","predFoc","subject","word",0.216966565052956,"LH"
"51","CHO-P1-target16.wav",2.13368295663735,"nedvaanu",0.537467519479283,"Chodri","P1","target16","predFoc","predicate","word",0.251896617446072,"LH"
"52","CHO-P1-target16.wav",2.13368295663735,"kaam",0.229324605901039,"Chodri","P1","target16","predFoc","other","other",0.107478294836479,"0"
"53","CHO-P1-target16.wav",2.13368295663735,"karti hase",0.903952969243388,"Chodri","P1","target16","predFoc","other","other",0.423658522664493,"0"
"54","CHO-P1-target16.wav",2.13368295663735,"laa",0.119684592914911,"Chodri","P1","target16","predFoc","subject","syl",0.0560929600822853,"LH"
"55","CHO-P1-target16.wav",2.13368295663735,"van",0.194407544507668,"Chodri","P1","target16","predFoc","subject","syl",0.0911136042507696,"LH"
"56","CHO-P1-target16.wav",2.13368295663735,"ya",0.148845724591062,"Chodri","P1","target16","predFoc","subject","syl",0.0697600007199008,"LH"
"57","CHO-P1-target16.wav",2.13368295663735,"ned",0.271535724504935,"Chodri","P1","target16","predFoc","predicate","syl",0.127261514490827,"LH"
"58","CHO-P1-target16.wav",2.13368295663735,"vaa",0.130413498492788,"Chodri","P1","target16","predFoc","predicate","syl",0.0611213104960625,"LH"
"59","CHO-P1-target16.wav",2.13368295663735,"nu",0.13551829648156,"Chodri","P1","target16","predFoc","predicate","syl",0.0635137924591826,"LH"
"60","CHO-P1-target16.wav",2.13368295663735,"karti hase",0.903952969243388,"Chodri","P1","target16","predFoc","other","other",0.423658522664493,"0"
"61","CHO-P1-target3.wav",1.74969878255573,"ananyaa",0.464342878799914,"Chodri","P1","target3","subjFoc","subject","word",0.265384466989033,"LH"
"62","CHO-P1-target3.wav",1.74969878255573,"nedvaanu",0.456141906906341,"Chodri","P1","target3","subjFoc","predicate","word",0.260697390576032,"LH"
"63","CHO-P1-target3.wav",1.74969878255573,"kaam",0.239732717248332,"Chodri","P1","target3","subjFoc","other","other",0.137013707524081,"0"
"64","CHO-P1-target3.wav",1.74969878255573,"karti hase",0.589481279601147,"Chodri","P1","target3","subjFoc","other","other",0.336904434910853,"0"
"65","CHO-P1-target3.wav",1.74969878255573,"a",0.067545847411468,"Chodri","P1","target3","subjFoc","subject","syl",0.0386042718237511,"LH"
"66","CHO-P1-target3.wav",1.74969878255573,"nan",0.247923467666926,"Chodri","P1","target3","subjFoc","subject","syl",0.141694942088713,"LH"
"67","CHO-P1-target3.wav",1.74969878255573,"yaa",0.14887356372152,"Chodri","P1","target3","subjFoc","subject","syl",0.0850852530765695,"LH"
"68","CHO-P1-target3.wav",1.74969878255573,"ned",0.248323088101286,"Chodri","P1","target3","subjFoc","predicate","syl",0.141923335934753,"LH"
"69","CHO-P1-target3.wav",1.74969878255573,"vaa",0.0865598352868995,"Chodri","P1","target3","subjFoc","predicate","syl",0.0494712782279382,"LH"
"70","CHO-P1-target3.wav",1.74969878255573,"nu",0.121258983518155,"Chodri","P1","target3","subjFoc","predicate","syl",0.0693027764133412,"LH"
"71","CHO-P1-target3.wav",1.74969878255573,"karti ha",0.589481279601147,"Chodri","P1","target3","subjFoc","other","other",0.336904434910853,"0"
"73","CHO-P1-target5.wav",1.62825774134228,"laavanya",0.496094792022111,"Chodri","P1","target5","subjFoc","subject","word",0.304678294735542,"LH"
"74","CHO-P1-target5.wav",1.62825774134228,"kasrat",0.479820914117065,"Chodri","P1","target5","subjFoc","predicate","word",0.294683637568041,"LH"
"75","CHO-P1-target5.wav",1.62825774134228,"karti hase",0.652342035203102,"Chodri","P1","target5","subjFoc","other","other",0.400638067696416,"0"
"76","CHO-P1-target5.wav",1.62825774134228,"laa",0.164941216443156,"Chodri","P1","target5","subjFoc","subject","syl",0.101299206050256,"LH"
"77","CHO-P1-target5.wav",1.62825774134228,"van",0.183377241141246,"Chodri","P1","target5","subjFoc","subject","syl",0.112621752984927,"LH"
