File,label,time,f0 
CHO-P1-target1,ananyaa,0.38170068027210885,NA
CHO-P1-target1,ananyaa,0.3917006802721088,NA
CHO-P1-target1,ananyaa,0.4017006802721088,NA
CHO-P1-target1,ananyaa,0.4117006802721088,NA
CHO-P1-target1,ananyaa,0.42170068027210883,169.0708794861681 
CHO-P1-target1,ananyaa,0.43170068027210884,168.3539248523778 
CHO-P1-target1,ananyaa,0.44170068027210885,168.81642898351936 
CHO-P1-target1,ananyaa,0.4517006802721088,169.34187235502392 
CHO-P1-target1,ananyaa,0.4617006802721088,169.4303934362868 
CHO-P1-target1,ananyaa,0.4717006802721088,169.2427822402209 
CHO-P1-target1,ananyaa,0.4817006802721088,169.87704015299897 
CHO-P1-target1,ananyaa,0.49170068027210884,170.5115799019122 
CHO-P1-target1,ananyaa,0.5017006802721088,170.48397305608722 
CHO-P1-target1,ananyaa,0.5117006802721088,170.81061517246977 
CHO-P1-target1,ananyaa,0.5217006802721088,171.20127145703833 
CHO-P1-target1,ananyaa,0.5317006802721088,171.53245874669955 
CHO-P1-target1,ananyaa,0.5417006802721088,172.01138221454315 
CHO-P1-target1,ananyaa,0.5517006802721088,173.03362556139248 
CHO-P1-target1,ananyaa,0.5617006802721088,174.40882029650786 
CHO-P1-target1,ananyaa,0.5717006802721089,174.29311250164585 
CHO-P1-target1,ananyaa,0.5817006802721089,173.0360050884473 
CHO-P1-target1,ananyaa,0.5917006802721089,172.71601958266785 
CHO-P1-target1,ananyaa,0.6017006802721089,172.75446524653134 
CHO-P1-target1,ananyaa,0.6117006802721088,173.03595256471297 
CHO-P1-target1,ananyaa,0.6217006802721088,173.35237588944477 
CHO-P1-target1,ananyaa,0.6317006802721088,173.15491264999622 
CHO-P1-target1,ananyaa,0.6417006802721088,174.7328331753783 
CHO-P1-target1,ananyaa,0.6517006802721088,176.37478484032917 
CHO-P1-target1,ananyaa,0.6617006802721088,176.35839176903735 
CHO-P1-target1,ananyaa,0.6717006802721088,176.3597433483374 
CHO-P1-target1,ananyaa,0.6817006802721088,176.68884234749606 
CHO-P1-target1,ananyaa,0.6917006802721088,177.07850353049713 
CHO-P1-target1,ananyaa,0.7017006802721089,177.46640967379582 
CHO-P1-target1,ananyaa,0.7117006802721089,178.1538898077552 
CHO-P1-target1,ananyaa,0.7217006802721089,179.40647989753222 
CHO-P1-target1,ananyaa,0.7317006802721089,180.39669399189165 
CHO-P1-target1,ananyaa,0.7417006802721088,179.84094687914578 
CHO-P1-target1,ananyaa,0.7517006802721088,178.54684649260915 
CHO-P1-target1,ananyaa,0.7617006802721088,178.0412512226948 
CHO-P1-target1,ananyaa,0.7717006802721088,177.416852250615 
CHO-P1-target1,ananyaa,0.7817006802721088,176.5652016443852 
CHO-P1-target1,ananyaa,0.7917006802721088,176.0964405654955 
CHO-P1-target1,ananyaa,0.8017006802721088,175.83789503329456 
CHO-P1-target1,ananyaa,0.8117006802721088,175.3212828677827 
CHO-P1-target1,ananyaa,0.8217006802721089,174.12566729178155 
CHO-P1-target1,ananyaa,0.8317006802721089,172.66166143480274 
