File,totalDuration,label,duration 
GUJ-P1-target1.wav,1.4390400768986107,ananyaa,0.41399226535428835 
GUJ-P1-target1.wav,1.4390400768986107,kheDvaanu,0.4505148406293565 
GUJ-P1-target1.wav,1.4390400768986107,kaam,0.21007152681031793 
GUJ-P1-target1.wav,1.4390400768986107,kare che,0.36446144410464787 
GUJ-P1-target1.wav,1.4390400768986107,a,0.054592785751093775 
GUJ-P1-target1.wav,1.4390400768986107,nan,0.23285036706685844 
GUJ-P1-target1.wav,1.4390400768986107,yaa,0.1265491125363361 
GUJ-P1-target1.wav,1.4390400768986107,kheD,0.2501205461060086 
GUJ-P1-target1.wav,1.4390400768986107,vaa,0.09915500449427894 
GUJ-P1-target1.wav,1.4390400768986107,nu,0.10123929002906895 
GUJ-P1-target10.wav,1.1583256642408921,laavanya,0.46988774397919053 
GUJ-P1-target10.wav,1.1583256642408921,aaraam,0.2788607992644474 
GUJ-P1-target10.wav,1.1583256642408921,kare che,0.4095771209972543 
GUJ-P1-target10.wav,1.1583256642408921,laa,0.17091804581655717 
GUJ-P1-target10.wav,1.1583256642408921,van,0.14430773251672185 
GUJ-P1-target10.wav,1.1583256642408921,ya,0.1546619656459115 
GUJ-P1-target10.wav,1.1583256642408921,aa,0.14121665962375796 
GUJ-P1-target10.wav,1.1583256642408921,raam,0.13764413964068944 
GUJ-P1-target11.wav,1.2637114776590033,ananyaa,0.473414571690986 
GUJ-P1-target11.wav,1.2637114776590033,vyaayaam,0.3416984206963165 
GUJ-P1-target11.wav,1.2637114776590033,kare che,0.44859848527170065 
GUJ-P1-target11.wav,1.2637114776590033,a,0.07730534428130487 
GUJ-P1-target11.wav,1.2637114776590033,nan,0.24614923459142324 
GUJ-P1-target11.wav,1.2637114776590033,yaa,0.1499599928182579 
GUJ-P1-target11.wav,1.2637114776590033,vyaa,0.15030430725693988 
GUJ-P1-target11.wav,1.2637114776590033,yaam,0.19139411343937662 
GUJ-P1-target12.wav,1.652731369087407,laavanya,0.5431566095777609 
GUJ-P1-target12.wav,1.652731369087407,<p>,0.05827088452567075 
GUJ-P1-target12.wav,1.652731369087407,kheDvaanu,0.41518005224540366 
GUJ-P1-target12.wav,1.652731369087407,kaam,0.27678670149693585 
GUJ-P1-target12.wav,1.652731369087407,kare che,0.35933712124163586 
GUJ-P1-target12.wav,1.652731369087407,laa,0.17267991303145697 
GUJ-P1-target12.wav,1.652731369087407,van,0.11711959283181983 
GUJ-P1-target12.wav,1.652731369087407,ya,0.25335710371448406 
GUJ-P1-target12.wav,1.652731369087407,kheD,0.19945003357694646 
GUJ-P1-target12.wav,1.652731369087407,vaa,0.11611235531425557 
GUJ-P1-target12.wav,1.652731369087407,nu,0.09961766335420164 
GUJ-P1-target13.wav,1.11350112395125,ananyaa,0.41509213496407543 
GUJ-P1-target13.wav,1.11350112395125,aaraam,0.2942981274348472 
GUJ-P1-target13.wav,1.11350112395125,kare che,0.40411086155232734 
GUJ-P1-target13.wav,1.11350112395125,a,0.05051385769404093 
GUJ-P1-target13.wav,1.11350112395125,nan,0.23060674164670858 
GUJ-P1-target13.wav,1.11350112395125,yaa,0.13397153562332592 
GUJ-P1-target13.wav,1.11350112395125,aa,0.08565393261163456 
GUJ-P1-target13.wav,1.11350112395125,raam,0.20864419482321261 
GUJ-P1-target14.wav,1.3043863648669447,ananyaa,0.46973437544315566 
GUJ-P1-target14.wav,1.3043863648669447,vyaayaam,0.3377428980459052 
GUJ-P1-target14.wav,1.3043863648669447,kare che,0.49690909137788375 
GUJ-P1-target14.wav,1.3043863648669447,a,0.06409000286462496 
GUJ-P1-target14.wav,1.3043863648669447,nan,0.24236232329001683 
GUJ-P1-target14.wav,1.3043863648669447,yaa,0.16328204928851386 
GUJ-P1-target14.wav,1.3043863648669447,vyaa,0.1396708548240071 
GUJ-P1-target14.wav,1.3043863648669447,yaam,0.1980720432218981 
GUJ-P1-target14.wav,1.3043863648669447,kare che,0.49690909137788375 
GUJ-P1-target15.wav,1.665053461861181,laavanya,0.5374539655374698 
GUJ-P1-target15.wav,1.665053461861181,<p>,0.05971710728194113 
GUJ-P1-target15.wav,1.665053461861181,kheDvaanu,0.41099420894041805 
GUJ-P1-target15.wav,1.665053461861181,kaam,0.2845344523433664 
GUJ-P1-target15.wav,1.665053461861181,kare che,0.3723537277579856 
GUJ-P1-target15.wav,1.665053461861181,laa,0.18617686387899282 
GUJ-P1-target15.wav,1.665053461861181,van,0.12645975659705172 
GUJ-P1-target15.wav,1.665053461861181,ya,0.22481734506142526 
GUJ-P1-target15.wav,1.665053461861181,kheD,0.20821717127726613 
GUJ-P1-target15.wav,1.665053461861181,vaa,0.10793222021536297 
GUJ-P1-target15.wav,1.665053461861181,nu,0.09484481744778894 
GUJ-P1-target15.wav,1.665053461861181,kare che,0.3723537277579856 
GUJ-P1-target16.wav,1.5858002201473569,laavanya,0.49185168306227456 
GUJ-P1-target16.wav,1.5858002201473569,nindvaanu,0.45915862457375073 
GUJ-P1-target16.wav,1.5858002201473569,kaam,0.22848027242298552 
GUJ-P1-target16.wav,1.5858002201473569,kare che,0.40630964008834614 
GUJ-P1-target16.wav,1.5858002201473569,laa,0.22213185206616112 
GUJ-P1-target16.wav,1.5858002201473569,van,0.18687865083183366 
GUJ-P1-target16.wav,1.5858002201473569,ya,0.08168146445790203 
GUJ-P1-target16.wav,1.5858002201473569,nind,0.2162604462415097 
GUJ-P1-target16.wav,1.5858002201473569,vaa,0.13641202201082925 
GUJ-P1-target16.wav,1.5858002201473569,nu,0.10648615632141178 
GUJ-P1-target2.wav,1.30547780921637,laavanya,0.4805208676103466 
GUJ-P1-target2.wav,1.30547780921637,vyaayaam,0.39352431787770914 
GUJ-P1-target2.wav,1.30547780921637,kare che,0.43143262372831415 
GUJ-P1-target2.wav,1.30547780921637,laa,0.18585156099916875 
GUJ-P1-target2.wav,1.30547780921637,van,0.12196508690570451 
GUJ-P1-target2.wav,1.30547780921637,ya,0.17270421970547334 
GUJ-P1-target2.wav,1.30547780921637,vyaa,0.1583438733242959 
GUJ-P1-target2.wav,1.30547780921637,yaam,0.23518044455341325 
GUJ-P1-target2.wav,1.30547780921637,kare che,0.43143262372831415 
