"","File","Tone","Time","Word","Syllable","language","talker","utt","condition","gf"
"509","CHO-P7-target10.wav","H",1.43955543777586,"aaraam","raam","Chodri","P7","target10","predFoc","predicate"
"510","CHO-P7-target11.wav","L",0.190352240116909,"ananyaa","a","Chodri","P7","target11","subjFoc","subject"
"511","CHO-P7-target11.wav","H",0.565717698398796,"ananyaa","yaa","Chodri","P7","target11","subjFoc","subject"
"512","CHO-P7-target11.wav","L",0.782791383219955,"kasrat","kas","Chodri","P7","target11","subjFoc","predicate"
"513","CHO-P7-target11.wav","H",1.03148959873507,"kasrat","rat","Chodri","P7","target11","subjFoc","predicate"
"514","CHO-P7-target12.wav","L",0.358713320392485,"laavanya","laa","Chodri","P7","target12","predFoc","subject"
"515","CHO-P7-target12.wav","H",0.807924907865747,"laavanya","yaa","Chodri","P7","target12","predFoc","subject"
"516","CHO-P7-target12.wav","L",1.03620120944337,"kheDvaanu","kheD","Chodri","P7","target12","predFoc","predicate"
"517","CHO-P7-target12.wav","H",1.28964991613866,"kheDvaanu","nu","Chodri","P7","target12","predFoc","predicate"
"518","CHO-P7-target13.wav","L",0.218912534440096,"ananyaa","a","Chodri","P7","target13","subjFoc","subject"
"519","CHO-P7-target13.wav","H",0.566133455351733,"ananyaa","yaa","Chodri","P7","target13","subjFoc","subject"
"520","CHO-P7-target13.wav","L",0.877055190558489,"aaraam","aa","Chodri","P7","target13","subjFoc","predicate"
"521","CHO-P7-target13.wav","H",1.05635874290898,"aaraam","raam","Chodri","P7","target13","subjFoc","predicate"
"522","CHO-P7-target14.wav","L",0.410428148839653,"ananyaa","a","Chodri","P7","target14","predFoc","subject"
"523","CHO-P7-target14.wav","H",0.720411859474501,"ananyaa","yaa","Chodri","P7","target14","predFoc","subject"
"524","CHO-P7-target14.wav","L",0.941996482472249,"kasrat","kas","Chodri","P7","target14","predFoc","predicate"
"525","CHO-P7-target14.wav","H",1.16414444279632,"kasrat","rat","Chodri","P7","target14","predFoc","predicate"
"526","CHO-P7-target2.wav","L",0.192494717074097,"laavanya","laa","Chodri","P7","target2","predFoc","subject"
"527","CHO-P7-target2.wav","H",0.513425737688776,"laavanya","ya","Chodri","P7","target2","predFoc","subject"
"528","CHO-P7-target2.wav","L",0.719738536655354,"kasrat","kas","Chodri","P7","target2","predFoc","predicate"
"529","CHO-P7-target2.wav","H",0.963562753615857,"kasrat","rat","Chodri","P7","target2","predFoc","predicate"
"530","CHO-P7-target3.wav","L",0.520139075650756,"ananyaa","a","Chodri","P7","target3","subjFoc","subject"
"531","CHO-P7-target3.wav","H",0.938938173878647,"ananyaa","yaa","Chodri","P7","target3","subjFoc","subject"
"532","CHO-P7-target3.wav","L",1.11633418260227,"nedvaanu","ned","Chodri","P7","target3","subjFoc","predicate"
"533","CHO-P7-target3.wav","H",1.41507492909204,"nedvaanu","nu","Chodri","P7","target3","subjFoc","predicate"
"534","CHO-P7-target4.wav","L",0.237344036938071,"ananyaa","a","Chodri","P7","target4","predFoc","subject"
"535","CHO-P7-target4.wav","H",0.619991548916165,"ananyaa","yaa","Chodri","P7","target4","predFoc","subject"
"536","CHO-P7-target4.wav","L",0.80978512987721,"aaraam","aa","Chodri","P7","target4","predFoc","predicate"
"537","CHO-P7-target4.wav","H",0.987241868688343,"aaraam","raam","Chodri","P7","target4","predFoc","predicate"
"538","CHO-P7-target5.wav","L",0.266276852527737,"laavanya","laa","Chodri","P7","target5","subjFoc","subject"
"539","CHO-P7-target5.wav","H",0.54792486607775,"laavanya","yaa","Chodri","P7","target5","subjFoc","subject"
"540","CHO-P7-target5.wav","L",0.687630337199301,"kasrat","kas","Chodri","P7","target5","subjFoc","predicate"
"541","CHO-P7-target5.wav","H",0.923365546685154,"kasrat","rat","Chodri","P7","target5","subjFoc","predicate"
"542","CHO-P7-target7.wav","L",1.39410337446774,"laavanya","laa","Chodri","P7","target7","subjFoc","subject"
"543","CHO-P7-target7.wav","H",1.6855304491477,"laavanya","ya","Chodri","P7","target7","subjFoc","subject"
"544","CHO-P7-target7.wav","L",2.02144006658159,"aaraam","aa","Chodri","P7","target7","subjFoc","predicate"
"545","CHO-P7-target7.wav","H",2.19786043617679,"aaraam","raam","Chodri","P7","target7","subjFoc","predicate"
"546","CHO-P7-target8.wav","L",0.762512034133451,"ananyaa","a","Chodri","P7","target8","predFoc","subject"
"547","CHO-P7-target8.wav","H",1.07466718807088,"ananyaa","yaa","Chodri","P7","target8","predFoc","subject"
"548","CHO-P7-target8.wav","L",1.35357475339834,"kheDvaanu","kheD","Chodri","P7","target8","predFoc","predicate"
"549","CHO-P7-target8.wav","H",1.59831166059395,"kheDvaanu","nu","Chodri","P7","target8","predFoc","predicate"
"550","CHO-P7-target9.wav","L",0.301870739204383,"laavanya","laa","Chodri","P7","target9","subjFoc","subject"
"551","CHO-P7-target9.wav","H",0.58191017654711,"laavanya","ya","Chodri","P7","target9","subjFoc","subject"
"552","CHO-P7-target9.wav","L",0.801886924640192,"nedvaanu","ned","Chodri","P7","target9","subjFoc","predicate"
"553","CHO-P7-target9.wav","H",1.06492861460879,"nedvaanu","nu","Chodri","P7","target9","subjFoc","predicate"
"554","CHO-P8-target1.wav","L",0.223014338525225,"ananyaa","a","Chodri","P8","target1","subjFoc","subject"
"555","CHO-P8-target1.wav","H",0.698374648431803,"ananyaa","yaa","Chodri","P8","target1","subjFoc","subject"
"556","CHO-P8-target1.wav","L",1.04495016623089,"kheDvaanu","kheD","Chodri","P8","target1","subjFoc","predicate"
"557","CHO-P8-target1.wav","H",1.35346795646661,"kheDvaanu","nu","Chodri","P8","target1","subjFoc","predicate"
"558","CHO-P8-target10.wav","L",0.280728680754227,"laavanya","laa","Chodri","P8","target10","predFoc","subject"
"559","CHO-P8-target10.wav","H",0.580228305129732,"laavanya","ya","Chodri","P8","target10","predFoc","subject"
"560","CHO-P8-target10.wav","L",0.845570830737771,"aaraam","aa","Chodri","P8","target10","predFoc","predicate"
"561","CHO-P8-target10.wav","H",1.04053436720108,"aaraam","raam","Chodri","P8","target10","predFoc","predicate"
"562","CHO-P8-target11.wav","L",0.555674983336783,"ananyaa","a","Chodri","P8","target11","subjFoc","subject"
"563","CHO-P8-target11.wav","H",1.0403204695563,"ananyaa","yaa","Chodri","P8","target11","subjFoc","subject"
"564","CHO-P8-target11.wav","L",1.25858321065854,"kasrat","kas","Chodri","P8","target11","subjFoc","predicate"
"565","CHO-P8-target11.wav","H",1.5375584604127,"kasrat","rat","Chodri","P8","target11","subjFoc","predicate"
"566","CHO-P8-target12.wav","L",0.406467174022418,"laavanya","laa","Chodri","P8","target12","predFoc","subject"
"567","CHO-P8-target12.wav","H",0.818412451938288,"laavanya","ya","Chodri","P8","target12","predFoc","subject"
"568","CHO-P8-target12.wav","L",1.13065031715346,"kheDvaanu","kheD","Chodri","P8","target12","predFoc","predicate"
"569","CHO-P8-target12.wav","H",1.48137320842894,"kheDvaanu","nu","Chodri","P8","target12","predFoc","predicate"
"570","CHO-P8-target13.wav","L",0.310323800993685,"ananyaa","a","Chodri","P8","target13","subjFoc","subject"
"571","CHO-P8-target13.wav","H",0.768602719547398,"ananyaa","yaa","Chodri","P8","target13","subjFoc","subject"
"572","CHO-P8-target13.wav","L",0.964684288164854,"aaraam","aa","Chodri","P8","target13","subjFoc","predicate"
"573","CHO-P8-target13.wav","H",1.20329821090326,"aaraam","raam","Chodri","P8","target13","subjFoc","predicate"
"574","CHO-P8-target14.wav","L",0.833154617152545,"ananyaa","a","Chodri","P8","target14","predFoc","subject"
"575","CHO-P8-target14.wav","H",1.33884846296421,"ananyaa","yaa","Chodri","P8","target14","predFoc","subject"
"576","CHO-P8-target14.wav","L",1.5772844213521,"kasrat","kas","Chodri","P8","target14","predFoc","predicate"
"577","CHO-P8-target14.wav","H",1.87093912090766,"kasrat","rat","Chodri","P8","target14","predFoc","predicate"
"578","CHO-P8-target15.wav","L",0.436985316230714,"laavanya","laa","Chodri","P8","target15","subjFoc","subject"
"579","CHO-P8-target15.wav","H",0.79914261808325,"laavanya","ya","Chodri","P8","target15","subjFoc","subject"
"580","CHO-P8-target15.wav","L",1.21323724580836,"kheDvaanu","kheD","Chodri","P8","target15","subjFoc","predicate"
"581","CHO-P8-target15.wav","H",1.54497648278008,"kheDvaanu","nu","Chodri","P8","target15","subjFoc","predicate"
"582","CHO-P8-target16.wav","L",0.67063789766917,"laavanya","laa","Chodri","P8","target16","predFoc","subject"
"583","CHO-P8-target16.wav","H",1.08153079529901,"laavanya","ya","Chodri","P8","target16","predFoc","subject"
"584","CHO-P8-target16.wav","L",1.52927943363304,"nedvaanu","ned","Chodri","P8","target16","predFoc","predicate"
"585","CHO-P8-target16.wav","H",1.92926788580533,"nedvaanu","nu","Chodri","P8","target16","predFoc","predicate"
"586","CHO-P8-target2.wav","L",0.455811887059349,"laavanya","laa","Chodri","P8","target2","predFoc","subject"
"587","CHO-P8-target2.wav","H",0.815023954302322,"laavanya","ya","Chodri","P8","target2","predFoc","subject"
"588","CHO-P8-target2.wav","L",1.00201998179904,"kasrat","kas","Chodri","P8","target2","predFoc","predicate"
"589","CHO-P8-target2.wav","H",1.25561733415761,"kasrat","rat","Chodri","P8","target2","predFoc","predicate"
"590","CHO-P8-target3.wav","L",0.359658720119819,"ananyaa","a","Chodri","P8","target3","subjFoc","subject"
"591","CHO-P8-target3.wav","H",0.876904421252556,"ananyaa","yaa","Chodri","P8","target3","subjFoc","subject"
"592","CHO-P8-target3.wav","L",1.13013334571825,"nedvaanu","ned","Chodri","P8","target3","subjFoc","predicate"
"593","CHO-P8-target3.wav","H",1.52609002671567,"nedvaanu","nu","Chodri","P8","target3","subjFoc","predicate"
"594","CHO-P8-target4.wav","L",0.0977683476043666,"ananyaa","a","Chodri","P8","target4","predFoc","subject"
"595","CHO-P8-target4.wav","H",0.519208317819933,"ananyaa","yaa","Chodri","P8","target4","predFoc","subject"
"596","CHO-P8-target4.wav","L",0.815384014534429,"aaraam","aa","Chodri","P8","target4","predFoc","predicate"
"597","CHO-P8-target4.wav","H",1.08599895665159,"aaraam","raam","Chodri","P8","target4","predFoc","predicate"
"598","CHO-P8-target5.wav","L",0.285428844807898,"laavanya","laa","Chodri","P8","target5","subjFoc","subject"
"599","CHO-P8-target5.wav","H",0.584220862848499,"laavanya","ya","Chodri","P8","target5","subjFoc","subject"
"600","CHO-P8-target5.wav","L",0.908702476163963,"kasrat","kas","Chodri","P8","target5","subjFoc","predicate"
"601","CHO-P8-target5.wav","H",1.1575438865067,"kasrat","rat","Chodri","P8","target5","subjFoc","predicate"
"602","CHO-P8-target6.wav","L",0.0866174838620047,"ananyaa","a","Chodri","P8","target6","predFoc","subject"
"603","CHO-P8-target6.wav","H",0.594631260851918,"ananyaa","yaa","Chodri","P8","target6","predFoc","subject"
"604","CHO-P8-target6.wav","L",0.865771229109623,"nedvaanu","ned","Chodri","P8","target6","predFoc","predicate"
"605","CHO-P8-target6.wav","H",1.20446450243625,"nedvaanu","nu","Chodri","P8","target6","predFoc","predicate"
"606","CHO-P8-target7.wav","L",0.312344317308982,"laavanya","laa","Chodri","P8","target7","subjFoc","subject"
"607","CHO-P8-target7.wav","H",0.668368546001302,"laavanya","ya","Chodri","P8","target7","subjFoc","subject"
"608","CHO-P8-target7.wav","L",0.875815302378661,"aaraam","aa","Chodri","P8","target7","subjFoc","predicate"
"609","CHO-P8-target7.wav","H",1.08729516367239,"aaraam","raam","Chodri","P8","target7","subjFoc","predicate"
"610","CHO-P8-target8.wav","L",0.253973265266996,"ananyaa","a","Chodri","P8","target8","predFoc","subject"
"611","CHO-P8-target8.wav","H",0.65251504354367,"ananyaa","yaa","Chodri","P8","target8","predFoc","subject"
"612","CHO-P8-target8.wav","L",0.944061816672656,"kheDvaanu","kheD","Chodri","P8","target8","predFoc","predicate"
"613","CHO-P8-target8.wav","H",1.27296778472983,"kheDvaanu","nu","Chodri","P8","target8","predFoc","predicate"
"614","CHO-P8-target9.wav","L",0.413441117590602,"laavanya","laa","Chodri","P8","target9","subjFoc","subject"
"615","CHO-P8-target9.wav","H",0.793007780775429,"laavanya","ya","Chodri","P8","target9","subjFoc","subject"
"616","CHO-P8-target9.wav","L",1.1245175358963,"nedvaanu","ned","Chodri","P8","target9","subjFoc","predicate"
"617","CHO-P8-target9.wav","H",1.4205010385061,"nedvaanu","nu","Chodri","P8","target9","subjFoc","predicate"
"618","CHO-P9-target1.wav","L",0.144923863096669,"ananyaa","a","Chodri","P9","target1","subjFoc","subject"
"619","CHO-P9-target1.wav","H",0.475029276644852,"ananyaa","nan","Chodri","P9","target1","subjFoc","subject"
"620","CHO-P9-target1.wav","L",0.776358639752833,"kheDvaanu","kheD","Chodri","P9","target1","subjFoc","predicate"
"621","CHO-P9-target1.wav","H",1.03560625130679,"kheDvaanu","nu","Chodri","P9","target1","subjFoc","predicate"
"622","CHO-P9-target10.wav","L",0.264782200839247,"laavanya","laa","Chodri","P9","target10","predFoc","subject"
"623","CHO-P9-target10.wav","H",0.525694923815296,"laavanya","ya","Chodri","P9","target10","predFoc","subject"
"624","CHO-P9-target10.wav","L",0.779132673905541,"aaraam","aa","Chodri","P9","target10","predFoc","predicate"
"625","CHO-P9-target10.wav","H",0.992474504838125,"aaraam","raam","Chodri","P9","target10","predFoc","predicate"
"626","CHO-P9-target11.wav","L",0.231798537491094,"ananyaa","nan","Chodri","P9","target11","subjFoc","subject"
"627","CHO-P9-target11.wav","H",0.48250324417498,"ananyaa","yaa","Chodri","P9","target11","subjFoc","subject"
"628","CHO-P9-target11.wav","L",0.721600873694367,"kasrat","kas","Chodri","P9","target11","subjFoc","predicate"
"629","CHO-P9-target11.wav","H",0.991734681213182,"kasrat","rat","Chodri","P9","target11","subjFoc","predicate"
"630","CHO-P9-target12.wav","L",0.347570559669407,"laavanya","laa","Chodri","P9","target12","predFoc","subject"
"631","CHO-P9-target12.wav","H",0.55145001828959,"laavanya","ya","Chodri","P9","target12","predFoc","subject"
"632","CHO-P9-target12.wav","L",0.863888669162078,"kheDvaanu","kheD","Chodri","P9","target12","predFoc","predicate"
"633","CHO-P9-target12.wav","H",1.12270601721574,"kheDvaanu","nu","Chodri","P9","target12","predFoc","predicate"
"634","CHO-P9-target13.wav","L",0.116995908757823,"ananyaa","a","Chodri","P9","target13","subjFoc","subject"
"635","CHO-P9-target13.wav","H",0.460404062882099,"ananyaa","yaa","Chodri","P9","target13","subjFoc","subject"
"636","CHO-P9-target13.wav","L",0.63789947685217,"aaraam","aa","Chodri","P9","target13","subjFoc","predicate"
"637","CHO-P9-target13.wav","H",0.890776117876495,"aaraam","raam","Chodri","P9","target13","subjFoc","predicate"
"638","CHO-P9-target14.wav","L",0.0778085240703307,"ananyaa","a","Chodri","P9","target14","predFoc","subject"
"639","CHO-P9-target14.wav","H",0.435868355718383,"ananyaa","yaa","Chodri","P9","target14","predFoc","subject"
"640","CHO-P9-target14.wav","L",0.633596946966058,"kasrat","kas","Chodri","P9","target14","predFoc","predicate"
"641","CHO-P9-target14.wav","H",0.860491846200643,"kasrat","rat","Chodri","P9","target14","predFoc","predicate"
"642","CHO-P9-target15.wav","L",0.360042013674909,"laavanya","laa","Chodri","P9","target15","subjFoc","subject"
"643","CHO-P9-target15.wav","H",0.612482845822812,"laavanya","yaa","Chodri","P9","target15","subjFoc","subject"
"644","CHO-P9-target15.wav","L",0.874823318447102,"kheDvaanu","kheD","Chodri","P9","target15","subjFoc","predicate"
"645","CHO-P9-target15.wav","H",1.14953834166688,"kheDvaanu","nu","Chodri","P9","target15","subjFoc","predicate"
"646","CHO-P9-target16.wav","L",0.352665610946987,"laavanya","laa","Chodri","P9","target16","predFoc","subject"
"647","CHO-P9-target16.wav","H",0.609775965458277,"laavanya","ya","Chodri","P9","target16","predFoc","subject"
"648","CHO-P9-target16.wav","L",0.835183922079543,"nedvaanu","ned","Chodri","P9","target16","predFoc","predicate"
"649","CHO-P9-target16.wav","H",1.12653329431736,"nedvaanu","nu","Chodri","P9","target16","predFoc","predicate"
"650","CHO-P9-target2.wav","L",0.277084933229706,"laavanya","laa","Chodri","P9","target2","predFoc","subject"
"651","CHO-P9-target2.wav","H",0.506496151555543,"laavanya","ya","Chodri","P9","target2","predFoc","subject"
"652","CHO-P9-target2.wav","L",0.734267294225283,"kasrat","kas","Chodri","P9","target2","predFoc","predicate"
"653","CHO-P9-target2.wav","H",0.975920827894374,"kasrat","rat","Chodri","P9","target2","predFoc","predicate"
"654","CHO-P9-target3.wav","L",0.113490506310057,"ananyaa","a","Chodri","P9","target3","subjFoc","subject"
"655","CHO-P9-target3.wav","H",0.457830592967729,"ananyaa","yaa","Chodri","P9","target3","subjFoc","subject"
"656","CHO-P9-target3.wav","L",0.684999400137721,"nedvaanu","ned","Chodri","P9","target3","subjFoc","predicate"
"657","CHO-P9-target3.wav","H",0.953305971036592,"nedvaanu","nu","Chodri","P9","target3","subjFoc","predicate"
"658","CHO-P9-target4.wav","L",0.106338718515053,"ananyaa","a","Chodri","P9","target4","predFoc","subject"
"659","CHO-P9-target4.wav","H",0.442169672893096,"ananyaa","yaa","Chodri","P9","target4","predFoc","subject"
"660","CHO-P9-target4.wav","L",0.683177580384486,"aaraam","aa","Chodri","P9","target4","predFoc","predicate"
"661","CHO-P9-target4.wav","H",0.894022129895382,"aaraam","raam","Chodri","P9","target4","predFoc","predicate"
"662","CHO-P9-target5.wav","L",0.273709269992902,"laavanya","laa","Chodri","P9","target5","subjFoc","subject"
"663","CHO-P9-target5.wav","H",0.509137654930514,"laavanya","ya","Chodri","P9","target5","subjFoc","subject"
"664","CHO-P9-target5.wav","L",0.74780071124357,"kasrat","kas","Chodri","P9","target5","subjFoc","predicate"
"665","CHO-P9-target5.wav","H",0.982710884836243,"kasrat","rat","Chodri","P9","target5","subjFoc","predicate"
"666","CHO-P9-target6.wav","L",0.157053780032334,"ananyaa","a","Chodri","P9","target6","predFoc","subject"
"667","CHO-P9-target6.wav","H",0.447881225828034,"ananyaa","nan","Chodri","P9","target6","predFoc","subject"
"668","CHO-P9-target6.wav","L",0.707716191178393,"nedvaanu","ned","Chodri","P9","target6","predFoc","predicate"
"669","CHO-P9-target6.wav","H",1.03507352647444,"nedvaanu","nu","Chodri","P9","target6","predFoc","predicate"
"670","CHO-P9-target7.wav","L",0.362841645268293,"laavanya","laa","Chodri","P9","target7","subjFoc","subject"
"671","CHO-P9-target7.wav","H",0.664472024524095,"laavanya","ya","Chodri","P9","target7","subjFoc","subject"
"672","CHO-P9-target7.wav","L",0.862716315610215,"aaraam","aa","Chodri","P9","target7","subjFoc","predicate"
"673","CHO-P9-target7.wav","H",1.05528814649507,"aaraam","raam","Chodri","P9","target7","subjFoc","predicate"
"674","CHO-P9-target8.wav","L",0.164193006020713,"ananyaa","a","Chodri","P9","target8","predFoc","subject"
"675","CHO-P9-target8.wav","H",0.503590008696692,"ananyaa","yaa","Chodri","P9","target8","predFoc","subject"
"676","CHO-P9-target8.wav","L",0.817726104695969,"kheDvaanu","kheD","Chodri","P9","target8","predFoc","predicate"
"677","CHO-P9-target8.wav","H",1.05665983312996,"kheDvaanu","nu","Chodri","P9","target8","predFoc","predicate"
"678","CHO-P9-target9.wav","L",0.252070919248554,"laavanya","laa","Chodri","P9","target9","subjFoc","subject"
"679","CHO-P9-target9.wav","H",0.527738116494708,"laavanya","ya","Chodri","P9","target9","subjFoc","subject"
"680","CHO-P9-target9.wav","L",0.769909961917479,"nedvaanu","ned","Chodri","P9","target9","subjFoc","predicate"
"681","CHO-P9-target9.wav","H",1.07737689350215,"nedvaanu","nu","Chodri","P9","target9","subjFoc","predicate"
"682","GUJ-P1-target1.wav","L",0.0716429883252202,"ananyaa","nan","Gujarati","P1","target1","subjFoc","subject"
"683","GUJ-P1-target1.wav","H",0.383733936296305,"ananyaa","yaa","Gujarati","P1","target1","subjFoc","subject"
"685","GUJ-P1-target10.wav","L",0.375882513231142,"laavanya","laa","Gujarati","P1","target10","predFoc","subject"
"686","GUJ-P1-target10.wav","H",0.727495385420563,"laavanya","ya","Gujarati","P1","target10","predFoc","subject"
"687","GUJ-P1-target10.wav","L",0.870662342564751,"aaraam","aa","Gujarati","P1","target10","predFoc","predicate"
"688","GUJ-P1-target10.wav","H",0.944988281146054,"aaraam","raam","Gujarati","P1","target10","predFoc","predicate"
"689","GUJ-P1-target11.wav","L",0.726433611601557,"ananyaa","a","Gujarati","P1","target11","subjFoc","subject"
"690","GUJ-P1-target11.wav","H",1.08003723841983,"ananyaa","yaa","Gujarati","P1","target11","subjFoc","subject"
"691","GUJ-P1-target11.wav","L",1.24271743603089,"vyaayaam","vyaa","Gujarati","P1","target11","subjFoc","predicate"
"692","GUJ-P1-target11.wav","H",1.3542739834257,"vyaayaam","yaam","Gujarati","P1","target11","subjFoc","predicate"
"693","GUJ-P1-target12.wav","L",0.246122706595296,"laavanya","laa","Gujarati","P1","target12","predFoc","subject"
"694","GUJ-P1-target12.wav","H",0.671971903298101,"laavanya","ya","Gujarati","P1","target12","predFoc","subject"
"695","GUJ-P1-target12.wav","L",1.10670166103192,"kheDvaanu","vaa","Gujarati","P1","target12","predFoc","predicate"
"696","GUJ-P1-target12.wav","H",1.16721637629438,"kheDvaanu","nu","Gujarati","P1","target12","predFoc","predicate"
"697","GUJ-P1-target13.wav","L",0.261379692175915,"ananyaa","nan","Gujarati","P1","target13","subjFoc","subject"
"698","GUJ-P1-target13.wav","H",0.464436416556081,"ananyaa","nan","Gujarati","P1","target13","subjFoc","subject"
"699","GUJ-P1-target13.wav","L",0.689846931837749,"aaraam","raam","Gujarati","P1","target13","subjFoc","predicate"
"700","GUJ-P1-target13.wav","H",0.777270084573645,"aaraam","raam","Gujarati","P1","target13","subjFoc","predicate"
"701","GUJ-P1-target14.wav","L",0.726433611601557,"ananyaa","nan","Gujarati","P1","target14","predFoc","subject"
"702","GUJ-P1-target14.wav","H",1.08003723841983,"ananyaa","yaa","Gujarati","P1","target14","predFoc","subject"
"703","GUJ-P1-target14.wav","L",1.24295322087425,"vyaayaam","vyaa","Gujarati","P1","target14","predFoc","predicate"
"704","GUJ-P1-target14.wav","H",1.35552362625636,"vyaayaam","yaam","Gujarati","P1","target14","predFoc","predicate"
"705","GUJ-P1-target15.wav","L",0.244412750538223,"laavanya","laa","Gujarati","P1","target15","subjFoc","subject"
"706","GUJ-P1-target15.wav","H",0.672296438324833,"laavanya","ya","Gujarati","P1","target15","subjFoc","subject"
"707","GUJ-P1-target15.wav","L",1.12631074212086,"kheDvaanu","vaa","Gujarati","P1","target15","subjFoc","predicate"
"708","GUJ-P1-target15.wav","H",1.16495635202196,"kheDvaanu","nu","Gujarati","P1","target15","subjFoc","predicate"
"709","GUJ-P1-target16.wav","L",0.163707979007901,"laavanya","laa","Gujarati","P1","target16","predFoc","subject"
"710","GUJ-P1-target16.wav","H",0.463134688079138,"laavanya","ya","Gujarati","P1","target16","predFoc","subject"
"711","GUJ-P1-target16.wav","L",0.683752024870487,"nindvaanu","nind","Gujarati","P1","target16","predFoc","predicate"
"712","GUJ-P1-target16.wav","H",0.74483298627296,"nindvaanu","vaa","Gujarati","P1","target16","predFoc","predicate"
"713","GUJ-P1-target2.wav","L",0.211492204089514,"laavanya","laa","Gujarati","P1","target2","predFoc","subject"
"714","GUJ-P1-target2.wav","H",0.507648637048991,"laavanya","ya","Gujarati","P1","target2","predFoc","subject"
"715","GUJ-P1-target2.wav","L",0.73257205125141,"vyaayaam","vyaa","Gujarati","P1","target2","predFoc","predicate"
"716","GUJ-P1-target2.wav","H",0.855866122085624,"vyaayaam","yaam","Gujarati","P1","target2","predFoc","predicate"
"717","GUJ-P1-target3.wav","L",0.709174006866898,"ananyaa","nan","Gujarati","P1","target3","subjFoc","subject"
"718","GUJ-P1-target3.wav","H",0.953542915436615,"ananyaa","yaa","Gujarati","P1","target3","subjFoc","subject"
"719","GUJ-P1-target3.wav","L",1.21588012610705,"nindvaanu","nind","Gujarati","P1","target3","subjFoc","predicate"
"720","GUJ-P1-target3.wav","H",1.32114781846121,"nindvaanu","vaa","Gujarati","P1","target3","subjFoc","predicate"
"721","GUJ-P1-target4.wav","L",0.164092110583061,"ananyaa","a","Gujarati","P1","target4","predFoc","subject"
"722","GUJ-P1-target4.wav","H",0.633147369323068,"ananyaa","yaa","Gujarati","P1","target4","predFoc","subject"
"723","GUJ-P1-target4.wav","L",0.808776918458545,"aaraam","aa","Gujarati","P1","target4","predFoc","predicate"
"724","GUJ-P1-target4.wav","H",0.900159530872537,"aaraam","raam","Gujarati","P1","target4","predFoc","predicate"
"725","GUJ-P1-target5.wav","L",0.472741439078224,"laavanya","laa","Gujarati","P1","target5","subjFoc","subject"
"726","GUJ-P1-target5.wav","H",0.83016554896512,"laavanya","ya","Gujarati","P1","target5","subjFoc","subject"
"727","GUJ-P1-target5.wav","L",1.00478195655787,"vyaayaam","vyaa","Gujarati","P1","target5","subjFoc","predicate"
"728","GUJ-P1-target5.wav","H",1.11749825390874,"vyaayaam","yaam","Gujarati","P1","target5","subjFoc","predicate"
"729","GUJ-P1-target6.wav","L",0.0400965853347219,"ananyaa","a","Gujarati","P1","target6","predFoc","subject"
"730","GUJ-P1-target6.wav","H",0.330318736075409,"ananyaa","yaa","Gujarati","P1","target6","predFoc","subject"
"731","GUJ-P1-target6.wav","L",0.50363861963849,"nindvaanu","nind","Gujarati","P1","target6","predFoc","predicate"
"732","GUJ-P1-target6.wav","H",0.595842780312505,"nindvaanu","vaa","Gujarati","P1","target6","predFoc","predicate"
"733","GUJ-P1-target7.wav","L",0.172896413994281,"laavanya","laa","Gujarati","P1","target7","subjFoc","subject"
"734","GUJ-P1-target7.wav","H",0.383100542374223,"laavanya","ya","Gujarati","P1","target7","subjFoc","subject"
"735","GUJ-P1-target7.wav","L",0.58120029929098,"aaraam","aa","Gujarati","P1","target7","subjFoc","predicate"
"736","GUJ-P1-target7.wav","H",0.670359669948376,"aaraam","raam","Gujarati","P1","target7","subjFoc","predicate"
"737","GUJ-P1-target8.wav","L",0.11848345200311,"ananyaa","nan","Gujarati","P1","target8","predFoc","subject"
"738","GUJ-P1-target8.wav","H",0.383712912323728,"ananyaa","yaa","Gujarati","P1","target8","predFoc","subject"
"739","GUJ-P1-target8.wav","L",0.569142136687575,"kheDvaanu","kheD","Gujarati","P1","target8","predFoc","predicate"
"740","GUJ-P1-target8.wav","H",0.659726796925658,"kheDvaanu","vaa","Gujarati","P1","target8","predFoc","predicate"
"741","GUJ-P1-target9.wav","L",0.153874737745585,"laavanya","laa","Gujarati","P1","target9","subjFoc","subject"
"742","GUJ-P1-target9.wav","H",0.461520013312743,"laavanya","ya","Gujarati","P1","target9","subjFoc","subject"
"743","GUJ-P1-target9.wav","L",0.665892855529375,"nindvaanu","nind","Gujarati","P1","target9","subjFoc","predicate"
"744","GUJ-P1-target9.wav","H",0.730272438887183,"nindvaanu","vaa","Gujarati","P1","target9","subjFoc","predicate"
"745","GUJ-P10-target1.wav","L",0.187538450771955,"ananyaa","a","Gujarati","P10","target1","subjFoc","subject"
"746","GUJ-P10-target1.wav","H",0.27029050171768,"ananyaa","nan","Gujarati","P10","target1","subjFoc","subject"
"748","GUJ-P10-target10.wav","L",0.348313864037935,"laavanya","laa","Gujarati","P10","target10","predFoc","subject"
"749","GUJ-P10-target10.wav","H",0.619965155677145,"laavanya","van","Gujarati","P10","target10","predFoc","subject"
"750","GUJ-P10-target10.wav","L",0.785717561893911,"aaraam","aa","Gujarati","P10","target10","predFoc","predicate"
"751","GUJ-P10-target10.wav","H",0.90895784207436,"aaraam","raam","Gujarati","P10","target10","predFoc","predicate"
"752","GUJ-P10-target11.wav","L",0.198407953498631,"ananyaa","a","Gujarati","P10","target11","subjFoc","subject"
