"","File","Tone","Time","Word","Syllable","language","talker","utt","condition","gf"
"1065","GUJ-P4-target16.wav","H",1.24653622183182,"nindvaanu","nu","Gujarati","P4","target16","predFoc","predicate"
"1066","GUJ-P4-target2.wav","L",0.327134704418351,"laavanya","laa","Gujarati","P4","target2","predFoc","subject"
"1067","GUJ-P4-target2.wav","H",0.561263508595405,"laavanya","ya","Gujarati","P4","target2","predFoc","subject"
"1068","GUJ-P4-target2.wav","L",0.864870262650792,"vyaayaam","vyaa","Gujarati","P4","target2","predFoc","predicate"
"1069","GUJ-P4-target2.wav","H",1.10861021194307,"vyaayaam","yaam","Gujarati","P4","target2","predFoc","predicate"
"1070","GUJ-P4-target3.wav","L",0.478663290627597,"ananyaa","nan","Gujarati","P4","target3","subjFoc","subject"
"1071","GUJ-P4-target3.wav","H",0.705030071332623,"ananyaa","yaa","Gujarati","P4","target3","subjFoc","subject"
"1072","GUJ-P4-target3.wav","L",1.03220189131735,"nindvaanu","nind","Gujarati","P4","target3","subjFoc","predicate"
"1073","GUJ-P4-target3.wav","H",1.3119326681946,"nindvaanu","nu","Gujarati","P4","target3","subjFoc","predicate"
"1074","GUJ-P4-target4.wav","L",0.303850865053013,"ananyaa","nan","Gujarati","P4","target4","predFoc","subject"
"1075","GUJ-P4-target4.wav","H",0.551157359048987,"ananyaa","yaa","Gujarati","P4","target4","predFoc","subject"
"1076","GUJ-P4-target4.wav","L",0.713700649077416,"aaraam","aa","Gujarati","P4","target4","predFoc","predicate"
"1077","GUJ-P4-target4.wav","H",0.967309355214063,"aaraam","raam","Gujarati","P4","target4","predFoc","predicate"
"1078","GUJ-P4-target5.wav","L",0.625023797510766,"laavanya","laa","Gujarati","P4","target5","subjFoc","subject"
"1079","GUJ-P4-target5.wav","H",0.960476346442881,"laavanya","ya","Gujarati","P4","target5","subjFoc","subject"
"1081","GUJ-P4-target6.wav","L",0.424383650698657,"ananyaa","a","Gujarati","P4","target6","predFoc","subject"
"1082","GUJ-P4-target6.wav","H",0.688850336602826,"ananyaa","yaa","Gujarati","P4","target6","predFoc","subject"
"1083","GUJ-P4-target6.wav","L",1.01704393477306,"nindvaanu","nind","Gujarati","P4","target6","predFoc","predicate"
"1084","GUJ-P4-target6.wav","H",1.30019363240101,"nindvaanu","nu","Gujarati","P4","target6","predFoc","predicate"
"1085","GUJ-P4-target7.wav","L",0.444963437000249,"laavanya","laa","Gujarati","P4","target7","subjFoc","subject"
"1086","GUJ-P4-target7.wav","H",0.788665857998875,"laavanya","ya","Gujarati","P4","target7","subjFoc","subject"
"1087","GUJ-P4-target7.wav","L",0.975281071119143,"aaraam","aa","Gujarati","P4","target7","subjFoc","predicate"
"1088","GUJ-P4-target7.wav","H",1.10595633121871,"aaraam","raam","Gujarati","P4","target7","subjFoc","predicate"
"1089","GUJ-P4-target8.wav","L",0.335394372747014,"ananyaa","nan","Gujarati","P4","target8","predFoc","subject"
"1090","GUJ-P4-target8.wav","H",0.591182669474468,"ananyaa","yaa","Gujarati","P4","target8","predFoc","subject"
"1091","GUJ-P4-target8.wav","L",0.869475489994734,"kheDvaanu","kheD","Gujarati","P4","target8","predFoc","predicate"
"1092","GUJ-P4-target8.wav","H",1.12912919042705,"kheDvaanu","nu","Gujarati","P4","target8","predFoc","predicate"
"1093","GUJ-P4-target9.wav","L",0.260704345856554,"laavanya","laa","Gujarati","P4","target9","subjFoc","subject"
"1094","GUJ-P4-target9.wav","H",0.530022206786041,"laavanya","ya","Gujarati","P4","target9","subjFoc","subject"
"1095","GUJ-P4-target9.wav","L",0.834505283954016,"nindvaanu","nind","Gujarati","P4","target9","subjFoc","predicate"
"1096","GUJ-P4-target9.wav","H",1.16845946228717,"nindvaanu","nu","Gujarati","P4","target9","subjFoc","predicate"
"1097","GUJ-P5-target1.wav","L",0.371667779672549,"ananyaa","a","Gujarati","P5","target1","subjFoc","subject"
"1098","GUJ-P5-target1.wav","H",0.855462142210392,"ananyaa","yaa","Gujarati","P5","target1","subjFoc","subject"
"1099","GUJ-P5-target1.wav","L",1.10139094316713,"kheDvaanu","kheD","Gujarati","P5","target1","subjFoc","predicate"
"1100","GUJ-P5-target1.wav","H",1.41882816084356,"kheDvaanu","nu","Gujarati","P5","target1","subjFoc","predicate"
"1101","GUJ-P5-target10.wav","L",0.336441387104406,"laavanya","laa","Gujarati","P5","target10","predFoc","subject"
"1102","GUJ-P5-target10.wav","H",0.721318676204036,"laavanya","ya","Gujarati","P5","target10","predFoc","subject"
"1103","GUJ-P5-target10.wav","L",0.894966016414462,"aaraam","aa","Gujarati","P5","target10","predFoc","predicate"
"1104","GUJ-P5-target10.wav","H",1.1306666492165,"aaraam","raam","Gujarati","P5","target10","predFoc","predicate"
"1105","GUJ-P5-target11.wav","L",0.377445317807156,"ananyaa","a","Gujarati","P5","target11","subjFoc","subject"
"1106","GUJ-P5-target11.wav","H",0.721051607409019,"ananyaa","yaa","Gujarati","P5","target11","subjFoc","subject"
"1107","GUJ-P5-target11.wav","L",0.993345060173173,"vyaayaam","vyaa","Gujarati","P5","target11","subjFoc","predicate"
"1108","GUJ-P5-target11.wav","H",1.22476549152017,"vyaayaam","yaam","Gujarati","P5","target11","subjFoc","predicate"
"1109","GUJ-P5-target12.wav","L",0.192381938282559,"laavanya","laa","Gujarati","P5","target12","predFoc","subject"
"1110","GUJ-P5-target12.wav","H",0.625571789632039,"laavanya","ya","Gujarati","P5","target12","predFoc","subject"
"1111","GUJ-P5-target12.wav","L",0.888772016607224,"kheDvaanu","kheD","Gujarati","P5","target12","predFoc","predicate"
"1112","GUJ-P5-target12.wav","H",1.16240412106872,"kheDvaanu","nu","Gujarati","P5","target12","predFoc","predicate"
"1113","GUJ-P5-target13.wav","L",0.676833336533385,"ananyaa","a","Gujarati","P5","target13","subjFoc","subject"
"1114","GUJ-P5-target13.wav","H",1.01498034064884,"ananyaa","yaa","Gujarati","P5","target13","subjFoc","subject"
"1115","GUJ-P5-target13.wav","L",1.3072769035283,"aaraam","raam","Gujarati","P5","target13","subjFoc","predicate"
"1116","GUJ-P5-target13.wav","H",1.43336561692728,"aaraam","raam","Gujarati","P5","target13","subjFoc","predicate"
"1117","GUJ-P5-target14.wav","L",0.35189135372679,"ananyaa","a","Gujarati","P5","target14","predFoc","subject"
"1118","GUJ-P5-target14.wav","H",0.703465687000716,"ananyaa","yaa","Gujarati","P5","target14","predFoc","subject"
"1119","GUJ-P5-target14.wav","L",0.96353153791216,"vyaayaam","vyaa","Gujarati","P5","target14","predFoc","predicate"
"1120","GUJ-P5-target14.wav","H",1.23152336400789,"vyaayaam","yaam","Gujarati","P5","target14","predFoc","predicate"
"1121","GUJ-P5-target15.wav","L",0.504411288576482,"laavanya","laa","Gujarati","P5","target15","subjFoc","subject"
"1122","GUJ-P5-target15.wav","H",0.864086116767096,"laavanya","ya","Gujarati","P5","target15","subjFoc","subject"
"1123","GUJ-P5-target15.wav","L",1.20236597218726,"kheDvaanu","kheD","Gujarati","P5","target15","subjFoc","predicate"
"1124","GUJ-P5-target15.wav","H",1.47195294087009,"kheDvaanu","nu","Gujarati","P5","target15","subjFoc","predicate"
"1125","GUJ-P5-target16.wav","L",0.856026232900508,"laavanya","laa","Gujarati","P5","target16","predFoc","subject"
"1126","GUJ-P5-target16.wav","H",1.16962147072456,"laavanya","ya","Gujarati","P5","target16","predFoc","subject"
"1127","GUJ-P5-target16.wav","L",1.48160021355058,"nindvaanu","nind","Gujarati","P5","target16","predFoc","predicate"
"1128","GUJ-P5-target16.wav","H",1.76031224843965,"nindvaanu","nu","Gujarati","P5","target16","predFoc","predicate"
"1129","GUJ-P5-target2.wav","L",0.458664893835372,"laavanya","laa","Gujarati","P5","target2","predFoc","subject"
"1130","GUJ-P5-target2.wav","H",0.985056908813263,"laavanya","ya","Gujarati","P5","target2","predFoc","subject"
"1131","GUJ-P5-target2.wav","L",1.26326369735549,"vyaayaam","vyaa","Gujarati","P5","target2","predFoc","predicate"
"1132","GUJ-P5-target2.wav","H",1.55763683696797,"vyaayaam","yaam","Gujarati","P5","target2","predFoc","predicate"
"1133","GUJ-P5-target3.wav","L",0.79835796276571,"ananyaa","a","Gujarati","P5","target3","subjFoc","subject"
"1134","GUJ-P5-target3.wav","H",1.28281446695189,"ananyaa","yaa","Gujarati","P5","target3","subjFoc","subject"
"1135","GUJ-P5-target3.wav","L",1.51508846452329,"nindvaanu","nind","Gujarati","P5","target3","subjFoc","predicate"
"1136","GUJ-P5-target3.wav","H",1.87349520772856,"nindvaanu","nu","Gujarati","P5","target3","subjFoc","predicate"
"1137","GUJ-P5-target4.wav","L",0.398030733947591,"ananyaa","a","Gujarati","P5","target4","predFoc","subject"
"1138","GUJ-P5-target4.wav","H",0.774173096884471,"ananyaa","yaa","Gujarati","P5","target4","predFoc","subject"
"1139","GUJ-P5-target4.wav","L",0.985938622791029,"aaraam","aa","Gujarati","P5","target4","predFoc","predicate"
"1140","GUJ-P5-target4.wav","H",1.13045229379165,"aaraam","raam","Gujarati","P5","target4","predFoc","predicate"
"1141","GUJ-P5-target5.wav","L",0.349921481244034,"laavanya","laa","Gujarati","P5","target5","subjFoc","subject"
"1142","GUJ-P5-target5.wav","H",0.822365234951624,"laavanya","ya","Gujarati","P5","target5","subjFoc","subject"
"1143","GUJ-P5-target5.wav","L",1.06208390811454,"vyaayaam","vyaa","Gujarati","P5","target5","subjFoc","predicate"
"1144","GUJ-P5-target5.wav","H",1.26511133325134,"vyaayaam","yaam","Gujarati","P5","target5","subjFoc","predicate"
"1145","GUJ-P5-target6.wav","L",0.52056870424265,"ananyaa","a","Gujarati","P5","target6","predFoc","subject"
"1146","GUJ-P5-target6.wav","H",0.844172999842755,"ananyaa","yaa","Gujarati","P5","target6","predFoc","subject"
"1147","GUJ-P5-target6.wav","L",1.1951208770434,"nindvaanu","nind","Gujarati","P5","target6","predFoc","predicate"
"1148","GUJ-P5-target6.wav","H",1.49315020086474,"nindvaanu","nu","Gujarati","P5","target6","predFoc","predicate"
"1149","GUJ-P5-target7.wav","L",0.905728712852052,"laavanya","laa","Gujarati","P5","target7","subjFoc","subject"
"1150","GUJ-P5-target7.wav","H",1.36992101689827,"laavanya","ya","Gujarati","P5","target7","subjFoc","subject"
"1151","GUJ-P5-target7.wav","L",1.51768168208417,"aaraam","aa","Gujarati","P5","target7","subjFoc","predicate"
"1152","GUJ-P5-target7.wav","H",1.72227440379237,"aaraam","raam","Gujarati","P5","target7","subjFoc","predicate"
"1153","GUJ-P5-target8.wav","L",0.25169540560005,"ananyaa","a","Gujarati","P5","target8","predFoc","subject"
"1154","GUJ-P5-target8.wav","H",0.651243528654078,"ananyaa","yaa","Gujarati","P5","target8","predFoc","subject"
"1155","GUJ-P5-target8.wav","L",0.952432060701734,"kheDvaanu","kheD","Gujarati","P5","target8","predFoc","predicate"
"1156","GUJ-P5-target8.wav","H",1.28682644233354,"kheDvaanu","nu","Gujarati","P5","target8","predFoc","predicate"
"1157","GUJ-P5-target9.wav","L",0.453005488406907,"laavanya","laa","Gujarati","P5","target9","subjFoc","subject"
"1158","GUJ-P5-target9.wav","H",0.806318897621916,"laavanya","ya","Gujarati","P5","target9","subjFoc","subject"
"1159","GUJ-P5-target9.wav","L",1.17811055670026,"nindvaanu","nind","Gujarati","P5","target9","subjFoc","predicate"
"1160","GUJ-P5-target9.wav","H",1.46723345575349,"nindvaanu","nu","Gujarati","P5","target9","subjFoc","predicate"
"1161","GUJ-P6-target1.wav","L",0.214731911075164,"ananyaa","a","Gujarati","P6","target1","subjFoc","subject"
"1162","GUJ-P6-target1.wav","H",0.503001963282194,"ananyaa","yaa","Gujarati","P6","target1","subjFoc","subject"
"1163","GUJ-P6-target1.wav","L",0.755220707692212,"kheDvaanu","kheD","Gujarati","P6","target1","subjFoc","predicate"
"1164","GUJ-P6-target1.wav","H",0.943229852416249,"kheDvaanu","nu","Gujarati","P6","target1","subjFoc","predicate"
"1165","GUJ-P6-target10.wav","L",0.260425951964055,"laavanya","laa","Gujarati","P6","target10","predFoc","subject"
"1166","GUJ-P6-target10.wav","H",0.53437394335201,"laavanya","ya","Gujarati","P6","target10","predFoc","subject"
"1167","GUJ-P6-target10.wav","L",0.735222105179565,"aaraam","aa","Gujarati","P6","target10","predFoc","predicate"
"1168","GUJ-P6-target10.wav","H",0.914143881858687,"aaraam","raam","Gujarati","P6","target10","predFoc","predicate"
"1169","GUJ-P6-target11.wav","L",0.30820369432666,"ananyaa","a","Gujarati","P6","target11","subjFoc","subject"
"1170","GUJ-P6-target11.wav","H",0.544717924397794,"ananyaa","yaa","Gujarati","P6","target11","subjFoc","subject"
"1171","GUJ-P6-target11.wav","L",0.756884521231442,"vyaayaam","vyaa","Gujarati","P6","target11","subjFoc","predicate"
"1172","GUJ-P6-target11.wav","H",0.836800221276251,"vyaayaam","yaam","Gujarati","P6","target11","subjFoc","predicate"
"1173","GUJ-P6-target12.wav","L",0.304230460438379,"laavanya","laa","Gujarati","P6","target12","predFoc","subject"
"1174","GUJ-P6-target12.wav","H",0.510654008956422,"laavanya","ya","Gujarati","P6","target12","predFoc","subject"
"1175","GUJ-P6-target12.wav","L",0.781958269428174,"kheDvaanu","kheD","Gujarati","P6","target12","predFoc","predicate"
"1176","GUJ-P6-target12.wav","H",0.923165406287942,"kheDvaanu","vaa","Gujarati","P6","target12","predFoc","predicate"
"1177","GUJ-P6-target13.wav","L",0.290023826422872,"ananyaa","a","Gujarati","P6","target13","subjFoc","subject"
"1178","GUJ-P6-target13.wav","H",0.573760720088379,"ananyaa","yaa","Gujarati","P6","target13","subjFoc","subject"
"1179","GUJ-P6-target13.wav","L",0.678089461358771,"aaraam","aa","Gujarati","P6","target13","subjFoc","predicate"
"1180","GUJ-P6-target13.wav","H",0.911659852864617,"aaraam","raam","Gujarati","P6","target13","subjFoc","predicate"
"1181","GUJ-P6-target14.wav","L",0.383947673529081,"ananyaa","a","Gujarati","P6","target14","predFoc","subject"
"1182","GUJ-P6-target14.wav","H",0.706358633986598,"ananyaa","yaa","Gujarati","P6","target14","predFoc","subject"
"1183","GUJ-P6-target14.wav","L",0.906767251653168,"vyaayaam","vyaa","Gujarati","P6","target14","predFoc","predicate"
"1184","GUJ-P6-target14.wav","H",1.0897541039966,"vyaayaam","yaam","Gujarati","P6","target14","predFoc","predicate"
"1185","GUJ-P6-target15.wav","L",0.360139681060283,"laavanya","laa","Gujarati","P6","target15","subjFoc","subject"
"1186","GUJ-P6-target15.wav","H",0.674343264815622,"laavanya","ya","Gujarati","P6","target15","subjFoc","subject"
"1187","GUJ-P6-target15.wav","L",0.949519839018958,"kheDvaanu","kheD","Gujarati","P6","target15","subjFoc","predicate"
"1188","GUJ-P6-target15.wav","H",1.07404003003217,"kheDvaanu","vaa","Gujarati","P6","target15","subjFoc","predicate"
"1189","GUJ-P6-target16.wav","L",0.634019481639899,"laavanya","laa","Gujarati","P6","target16","predFoc","subject"
"1190","GUJ-P6-target16.wav","H",0.918380800514181,"laavanya","ya","Gujarati","P6","target16","predFoc","subject"
"1191","GUJ-P6-target16.wav","L",1.13304132842779,"nindvaanu","nind","Gujarati","P6","target16","predFoc","predicate"
"1192","GUJ-P6-target16.wav","H",1.38923806680354,"nindvaanu","vaa","Gujarati","P6","target16","predFoc","predicate"
"1193","GUJ-P6-target2.wav","L",0.294374235799092,"laavanya","laa","Gujarati","P6","target2","predFoc","subject"
"1194","GUJ-P6-target2.wav","H",0.584171369735614,"laavanya","ya","Gujarati","P6","target2","predFoc","subject"
"1195","GUJ-P6-target2.wav","L",0.729757522932057,"vyaayaam","vyaa","Gujarati","P6","target2","predFoc","predicate"
"1196","GUJ-P6-target2.wav","H",1.01569837683769,"vyaayaam","yaam","Gujarati","P6","target2","predFoc","predicate"
"1197","GUJ-P6-target3.wav","L",0.349603758182583,"ananyaa","a","Gujarati","P6","target3","subjFoc","subject"
"1198","GUJ-P6-target3.wav","H",0.646413025146606,"ananyaa","yaa","Gujarati","P6","target3","subjFoc","subject"
"1199","GUJ-P6-target3.wav","L",0.793730888627502,"nindvaanu","nind","Gujarati","P6","target3","subjFoc","predicate"
"1200","GUJ-P6-target3.wav","H",1.08934576456729,"nindvaanu","vaa","Gujarati","P6","target3","subjFoc","predicate"
"1201","GUJ-P6-target4.wav","L",0.336065511923741,"ananyaa","nan","Gujarati","P6","target4","predFoc","subject"
"1202","GUJ-P6-target4.wav","H",0.56909230907166,"ananyaa","yaa","Gujarati","P6","target4","predFoc","subject"
"1203","GUJ-P6-target4.wav","L",0.67480076953728,"aaraam","aa","Gujarati","P6","target4","predFoc","predicate"
"1204","GUJ-P6-target4.wav","H",0.909833489020301,"aaraam","raam","Gujarati","P6","target4","predFoc","predicate"
"1205","GUJ-P6-target5.wav","L",0.321171207336393,"laavanya","laa","Gujarati","P6","target5","subjFoc","subject"
"1206","GUJ-P6-target5.wav","H",0.558724946442524,"laavanya","ya","Gujarati","P6","target5","subjFoc","subject"
"1207","GUJ-P6-target5.wav","L",0.747388898814473,"vyaayaam","vyaa","Gujarati","P6","target5","subjFoc","predicate"
"1208","GUJ-P6-target5.wav","H",1.01796726074147,"vyaayaam","yaam","Gujarati","P6","target5","subjFoc","predicate"
"1209","GUJ-P6-target6.wav","L",0.31629229356106,"ananyaa","nan","Gujarati","P6","target6","predFoc","subject"
"1210","GUJ-P6-target6.wav","H",0.537874372105985,"ananyaa","yaa","Gujarati","P6","target6","predFoc","subject"
"1211","GUJ-P6-target6.wav","L",0.644090557014559,"nindvaanu","nind","Gujarati","P6","target6","predFoc","predicate"
"1212","GUJ-P6-target6.wav","H",0.991642201934156,"nindvaanu","nu","Gujarati","P6","target6","predFoc","predicate"
"1213","GUJ-P6-target7.wav","L",0.366130307019409,"laavanya","laa","Gujarati","P6","target7","subjFoc","subject"
"1214","GUJ-P6-target7.wav","H",0.592834173167185,"laavanya","ya","Gujarati","P6","target7","subjFoc","subject"
"1215","GUJ-P6-target7.wav","L",0.746436138919856,"aaraam","aa","Gujarati","P6","target7","subjFoc","predicate"
"1216","GUJ-P6-target7.wav","H",0.943092305541593,"aaraam","raam","Gujarati","P6","target7","subjFoc","predicate"
"1217","GUJ-P6-target8.wav","L",0.358076662193774,"ananyaa","nan","Gujarati","P6","target8","predFoc","subject"
"1218","GUJ-P6-target8.wav","H",0.569188110958469,"ananyaa","yaa","Gujarati","P6","target8","predFoc","subject"
"1219","GUJ-P6-target8.wav","L",0.839319948808586,"kheDvaanu","kheD","Gujarati","P6","target8","predFoc","predicate"
"1220","GUJ-P6-target8.wav","H",1.01725653722361,"kheDvaanu","nu","Gujarati","P6","target8","predFoc","predicate"
"1221","GUJ-P6-target9.wav","L",0.274481620212704,"laavanya","laa","Gujarati","P6","target9","subjFoc","subject"
"1222","GUJ-P6-target9.wav","H",0.539542869492917,"laavanya","ya","Gujarati","P6","target9","subjFoc","subject"
"1223","GUJ-P6-target9.wav","L",0.784551233920573,"nindvaanu","nind","Gujarati","P6","target9","subjFoc","predicate"
"1224","GUJ-P6-target9.wav","H",0.976851756217054,"nindvaanu","nu","Gujarati","P6","target9","subjFoc","predicate"
"1225","GUJ-P7-target1.wav","L",0.329442946440572,"ananyaa","a","Gujarati","P7","target1","subjFoc","subject"
"1226","GUJ-P7-target1.wav","H",0.753886408709335,"ananyaa","yaa","Gujarati","P7","target1","subjFoc","subject"
"1228","GUJ-P7-target10.wav","L",0.477735310305365,"laavanya","laa","Gujarati","P7","target10","predFoc","subject"
"1229","GUJ-P7-target10.wav","H",0.695687068455676,"laavanya","van","Gujarati","P7","target10","predFoc","subject"
"1230","GUJ-P7-target10.wav","L",0.908677862841816,"aaraam","aa","Gujarati","P7","target10","predFoc","predicate"
"1231","GUJ-P7-target10.wav","H",1.06890030822357,"aaraam","raam","Gujarati","P7","target10","predFoc","predicate"
"1232","GUJ-P7-target11.wav","L",0.733051016608209,"ananyaa","a","Gujarati","P7","target11","subjFoc","subject"
"1233","GUJ-P7-target11.wav","H",1.11727025885464,"ananyaa","yaa","Gujarati","P7","target11","subjFoc","subject"
"1234","GUJ-P7-target11.wav","L",1.33149042615295,"vyaayaam","vyaa","Gujarati","P7","target11","subjFoc","predicate"
"1235","GUJ-P7-target11.wav","H",1.45652796078637,"vyaayaam","yaam","Gujarati","P7","target11","subjFoc","predicate"
"1236","GUJ-P7-target12.wav","L",0.289091569041555,"laavanya","laa","Gujarati","P7","target12","predFoc","subject"
"1237","GUJ-P7-target12.wav","H",0.654640865378094,"laavanya","ya","Gujarati","P7","target12","predFoc","subject"
"1238","GUJ-P7-target12.wav","L",0.82980414512324,"kheDvaanu","kheD","Gujarati","P7","target12","predFoc","predicate"
"1239","GUJ-P7-target12.wav","H",1.02727846832879,"kheDvaanu","nu","Gujarati","P7","target12","predFoc","predicate"
"1240","GUJ-P7-target13.wav","L",0.239310787265577,"ananyaa","a","Gujarati","P7","target13","subjFoc","subject"
"1241","GUJ-P7-target13.wav","H",0.590267701393176,"ananyaa","yaa","Gujarati","P7","target13","subjFoc","subject"
"1242","GUJ-P7-target13.wav","L",0.766419592773011,"aaraam","aa","Gujarati","P7","target13","subjFoc","predicate"
"1243","GUJ-P7-target13.wav","H",0.937713413022381,"aaraam","raam","Gujarati","P7","target13","subjFoc","predicate"
"1244","GUJ-P7-target14.wav","L",0.286063352787633,"ananyaa","a","Gujarati","P7","target14","predFoc","subject"
"1245","GUJ-P7-target14.wav","H",0.598276741376462,"ananyaa","yaa","Gujarati","P7","target14","predFoc","subject"
"1246","GUJ-P7-target14.wav","L",0.695991400172927,"vyaayaam","vyaa","Gujarati","P7","target14","predFoc","predicate"
"1247","GUJ-P7-target14.wav","H",0.994969768827699,"vyaayaam","yaam","Gujarati","P7","target14","predFoc","predicate"
"1248","GUJ-P7-target15.wav","L",0.220173153021855,"laavanya","laa","Gujarati","P7","target15","subjFoc","subject"
"1249","GUJ-P7-target15.wav","H",0.580350525247258,"laavanya","ya","Gujarati","P7","target15","subjFoc","subject"
"1250","GUJ-P7-target15.wav","L",0.807295303236453,"kheDvaanu","kheD","Gujarati","P7","target15","subjFoc","predicate"
"1251","GUJ-P7-target15.wav","H",1.00204918958415,"kheDvaanu","nu","Gujarati","P7","target15","subjFoc","predicate"
"1252","GUJ-P7-target16.wav","L",0.51427090699029,"laavanya","laa","Gujarati","P7","target16","predFoc","subject"
"1253","GUJ-P7-target16.wav","H",0.812048589574858,"laavanya","ya","Gujarati","P7","target16","predFoc","subject"
"1254","GUJ-P7-target16.wav","L",0.966885685871684,"nindvaanu","nind","Gujarati","P7","target16","predFoc","predicate"
"1255","GUJ-P7-target16.wav","H",1.21851247951445,"nindvaanu","nu","Gujarati","P7","target16","predFoc","predicate"
"1256","GUJ-P7-target2.wav","L",0.300809391810389,"laavanya","laa","Gujarati","P7","target2","predFoc","subject"
"1257","GUJ-P7-target2.wav","H",0.629498550540295,"laavanya","van","Gujarati","P7","target2","predFoc","subject"
"1258","GUJ-P7-target2.wav","L",0.964438516588283,"vyaayaam","vyaa","Gujarati","P7","target2","predFoc","predicate"
"1259","GUJ-P7-target2.wav","H",1.15661197164465,"vyaayaam","yaam","Gujarati","P7","target2","predFoc","predicate"
"1260","GUJ-P7-target3.wav","L",0.389331738343214,"ananyaa","a","Gujarati","P7","target3","subjFoc","subject"
"1261","GUJ-P7-target3.wav","H",0.753038538874571,"ananyaa","yaa","Gujarati","P7","target3","subjFoc","subject"
"1262","GUJ-P7-target3.wav","L",0.993678466716327,"nindvaanu","nind","Gujarati","P7","target3","subjFoc","predicate"
"1263","GUJ-P7-target3.wav","H",1.20027513900496,"nindvaanu","nu","Gujarati","P7","target3","subjFoc","predicate"
"1264","GUJ-P7-target4.wav","L",0.388175366976891,"ananyaa","a","Gujarati","P7","target4","predFoc","subject"
"1265","GUJ-P7-target4.wav","H",0.574909504166427,"ananyaa","nan","Gujarati","P7","target4","predFoc","subject"
"1266","GUJ-P7-target4.wav","L",0.836526381161784,"aaraam","aa","Gujarati","P7","target4","predFoc","predicate"
"1267","GUJ-P7-target4.wav","H",1.01810437282094,"aaraam","raam","Gujarati","P7","target4","predFoc","predicate"
"1268","GUJ-P7-target5.wav","L",0.456431145283138,"laavanya","laa","Gujarati","P7","target5","subjFoc","subject"
"1269","GUJ-P7-target5.wav","H",0.753069061860016,"laavanya","ya","Gujarati","P7","target5","subjFoc","subject"
"1270","GUJ-P7-target5.wav","L",0.964921010135569,"vyaayaam","vyaa","Gujarati","P7","target5","subjFoc","predicate"
"1271","GUJ-P7-target5.wav","H",1.07104695465311,"vyaayaam","yaam","Gujarati","P7","target5","subjFoc","predicate"
"1272","GUJ-P7-target6.wav","L",0.475022880790426,"ananyaa","nan","Gujarati","P7","target6","predFoc","subject"
"1273","GUJ-P7-target6.wav","H",0.698993717752886,"ananyaa","yaa","Gujarati","P7","target6","predFoc","subject"
"1274","GUJ-P7-target6.wav","L",0.898080497999255,"nindvaanu","nind","Gujarati","P7","target6","predFoc","predicate"
"1275","GUJ-P7-target6.wav","H",1.08365038796965,"nindvaanu","nu","Gujarati","P7","target6","predFoc","predicate"
"1276","GUJ-P7-target7.wav","L",0.339865540280041,"laavanya","laa","Gujarati","P7","target7","subjFoc","subject"
"1277","GUJ-P7-target7.wav","H",0.61904398973532,"laavanya","van","Gujarati","P7","target7","subjFoc","subject"
"1278","GUJ-P7-target7.wav","L",0.841719500877789,"aaraam","aa","Gujarati","P7","target7","subjFoc","predicate"
"1279","GUJ-P7-target7.wav","H",1.0164770276914,"aaraam","raam","Gujarati","P7","target7","subjFoc","predicate"
"1280","GUJ-P7-target8.wav","L",0.198661986940411,"ananyaa","a","Gujarati","P7","target8","predFoc","subject"
"1281","GUJ-P7-target8.wav","H",0.502755612508933,"ananyaa","yaa","Gujarati","P7","target8","predFoc","subject"
"1282","GUJ-P7-target8.wav","L",0.703393193492922,"kheDvaanu","kheD","Gujarati","P7","target8","predFoc","predicate"
"1283","GUJ-P7-target8.wav","H",0.938515552779163,"kheDvaanu","nu","Gujarati","P7","target8","predFoc","predicate"
"1284","GUJ-P7-target9.wav","L",0.22097391945102,"laavanya","laa","Gujarati","P7","target9","subjFoc","subject"
"1285","GUJ-P7-target9.wav","H",0.565401018752592,"laavanya","van","Gujarati","P7","target9","subjFoc","subject"
"1286","GUJ-P7-target9.wav","L",0.776211362753038,"nindvaanu","nind","Gujarati","P7","target9","subjFoc","predicate"
"1287","GUJ-P7-target9.wav","H",1.033587052617,"nindvaanu","nu","Gujarati","P7","target9","subjFoc","predicate"
"1288","GUJ-P8-target1.wav","L",0.139336683657858,"ananyaa","a","Gujarati","P8","target1","subjFoc","subject"
"1289","GUJ-P8-target1.wav","H",0.421616230943992,"ananyaa","yaa","Gujarati","P8","target1","subjFoc","subject"
"1290","GUJ-P8-target1.wav","L",0.72967576047273,"kheDvaanu","kheD","Gujarati","P8","target1","subjFoc","predicate"
"1291","GUJ-P8-target1.wav","H",0.878786367309578,"kheDvaanu","vaa","Gujarati","P8","target1","subjFoc","predicate"
"1292","GUJ-P8-target10.wav","L",0.294039209971078,"laavanya","laa","Gujarati","P8","target10","predFoc","subject"
"1293","GUJ-P8-target10.wav","H",0.618975631855034,"laavanya","ya","Gujarati","P8","target10","predFoc","subject"
"1294","GUJ-P8-target10.wav","L",0.769889748564909,"aaraam","aa","Gujarati","P8","target10","predFoc","predicate"
"1295","GUJ-P8-target10.wav","H",0.984028629093525,"aaraam","raam","Gujarati","P8","target10","predFoc","predicate"
"1296","GUJ-P8-target11.wav","L",0.424792510512825,"ananyaa","a","Gujarati","P8","target11","subjFoc","subject"
"1297","GUJ-P8-target11.wav","H",0.710961060603208,"ananyaa","yaa","Gujarati","P8","target11","subjFoc","subject"
