File,Tone,Time,Word,Syllable 
CHO-P1-target1.wav,L,0.4376868620274797,ananyaa,a
CHO-P1-target1.wav,H,0.7330742445402937,ananyaa,nan
CHO-P1-target10.wav,L,0.08920065470979617,laavanya,laa
CHO-P1-target10.wav,H,0.619096924074804,laavanya,ya
CHO-P1-target10.wav,L,0.7426839920568611,aaraam,aa
CHO-P1-target10.wav,H,1.0321724538856143,aaraam,raam
CHO-P1-target11.wav,L,0.3931246569383596,ananyaa,nan
CHO-P1-target11.wav,H,0.6285623806501969,ananyaa,yaa
CHO-P1-target11.wav,L,0.9185350006000507,kasrat,kas
CHO-P1-target11.wav,H,1.1198818083061828,kasrat,rat
CHO-P1-target12.wav,L,0.5666424865248504,laavanya,laa
CHO-P1-target12.wav,H,0.8427941770086341,laavanya,ya
CHO-P1-target12.wav,L,1.1178215599760946,kheDvaanu,kheD
CHO-P1-target12.wav,H,1.5570804988662132,kaam ,kaam
CHO-P1-target13.wav,L,0.30048716619661914,ananyaa,a
CHO-P1-target13.wav,H,0.641222786714494,ananyaa,yaa
CHO-P1-target13.wav,L,0.8656088493798619,aaraam,aa
CHO-P1-target13.wav,H,1.0385345209611492,aaraam,raam
CHO-P1-target14.wav,L,0.54646665405951,ananyaa,nan
CHO-P1-target14.wav,H,0.704765537680417,ananyaa,yaa
CHO-P1-target14.wav,L,0.9968903585505791,kasrat,kas
CHO-P1-target14.wav,H,1.1886091661031881,kasrat,rat
CHO-P1-target15.wav,L,0.4165922243654268,laavanya,laa
CHO-P1-target15.wav,H,0.639376981871753,laavanya,ya
CHO-P1-target15.wav,L,0.9518094940033561,kheDvaanu,kheD
CHO-P1-target15.wav,H,1.3505579446729994,kaam,kaam
CHO-P1-target16.wav,L,0.4634998472537991,laavanya,laa
CHO-P1-target16.wav,H,0.7026414452818002,laavanya,ya
CHO-P1-target16.wav,L,0.9744861678264509,nedvaanu,ned
CHO-P1-target16.wav,H,1.291297686581495,nedvaanu,nu
CHO-P1-target2.wav,L,0.47332568918720797,laavanya,laa
CHO-P1-target2.wav,H,0.8131256034964913,laavanya,ya
CHO-P1-target2.wav,L,1.0362011758770324,kasrat,kas
CHO-P1-target2.wav,H,1.2515979453846202,kasrat,rat
CHO-P1-target3.wav,L,0.31142927632573364,ananyaa,a
CHO-P1-target3.wav,H,0.6134260502542478,ananyaa,nan
CHO-P1-target3.wav,L,0.9637690816774689,nedvaanu,ned
CHO-P1-target3.wav,H,1.1406492230130754,nedvaanu,nu
CHO-P1-target5.wav,L,0.3266845682843453,laavanya,laa
CHO-P1-target5.wav,H,0.7296654114284014,laavanya,ya
CHO-P1-target5.wav,L,0.9222449193762484,kasrat,kas
CHO-P1-target5.wav,H,1.1436209709334362,kasrat,rat
CHO-P1-target6.wav,L,0.24383930412730837,ananyaa,nan
CHO-P1-target6.wav,H,0.41959795113417625,ananyaa,nan
CHO-P1-target6.wav,L,0.7653094882887602,nedvaanu,ned
CHO-P1-target6.wav,H,1.0765121960596074,nedvaanu,nu
CHO-P1-target7.wav,L,0.28251808511673626,laavanya,laa
CHO-P1-target7.wav,H,0.6338263810626779,laavanya,ya
CHO-P1-target7.wav,L,0.8442362277116534,aaraam,aa
CHO-P1-target7.wav,H,0.9487057474975499,aaraam,raam
CHO-P1-target8.wav,L,0.1702522237289193,ananyaa,a
CHO-P1-target8.wav,H,0.41859714446706947,ananyaa,nan
CHO-P1-target8.wav,L,0.7470466411263555,kheDvaanu,kheD
CHO-P1-target8.wav,H,1.1731803245265566,kaam,kaam
CHO-P1-target9.wav,L,0.3465249155548468,laavanya,laa
CHO-P1-target9.wav,H,0.624829953473558,laavanya,ya
CHO-P1-target9.wav,L,0.9232462949033858,nedvaanu,ned
CHO-P1-target9.wav,H,1.0606978082483887,nedvaanu,vaa
CHO-P10-target1.wav,L,0.303696145124717,ananyaa,a
CHO-P10-target1.wav,H,0.682100691224845,ananyaa,yaa
CHO-P10-target1.wav,L,0.8764133544107098,kheDvaanu,kheD
CHO-P10-target1.wav,H,1.1128627959839283,kheDvaanu,nu
CHO-P10-target10.wav,L,0.49357227396273917,laavanya,laa
CHO-P10-target10.wav,H,0.6608511711899745,laavanya,van
CHO-P10-target10.wav,L,0.8643749818521588,aaraam,aa
CHO-P10-target10.wav,H,1.0225773531612303,aaraam,raam
CHO-P10-target11.wav,L,0.3554855957891962,ananyaa,a
CHO-P10-target11.wav,H,0.6176973563377013,ananyaa,nan
CHO-P10-target11.wav,L,0.8821277027998997,kasrat,kas
CHO-P10-target11.wav,H,1.0334747849910129,kasrat,rat
CHO-P10-target12.wav,L,0.25564544828482744,laavanya,laa
CHO-P10-target12.wav,H,0.6376930028392104,laavanya,ya
CHO-P10-target12.wav,L,0.8662052262601149,kheDvaanu,kheD
CHO-P10-target12.wav,H,1.093927521829276,kheDvaanu,nu
CHO-P10-target13.wav,L,0.8958932636120156,ananyaa,nan
CHO-P10-target13.wav,H,1.0859050758215743,ananyaa,nan
CHO-P10-target13.wav,L,1.2507149421902468,aaraam,aa
CHO-P10-target13.wav,H,1.3672583317757978,aaraam,raam
CHO-P10-target14.wav,L,0.3403061224489797,ananyaa,a
CHO-P10-target14.wav,H,0.6803448200011623,ananyaa,yaa
CHO-P10-target14.wav,L,0.8747810656990593,kasrat,kas
CHO-P10-target14.wav,H,1.070891003123816,kasrat,rat
