"","File","Words","Contour"
"104","MAR-P5-target16.wav","laavanya nindaNi karte aahe ","LH LH 0 L-L% "
"105","MAR-P5-target2.wav","laavanya vyaayaam karte aahe ","LH LH 0 L-L% "
"106","MAR-P5-target3.wav","ananyaa nindaNi karte aahe ","LH LH 0 L-L% "
"107","MAR-P5-target4.wav","ananyaa aaraam karte aahe ","LH LH 0 L-L% "
"108","MAR-P5-target5.wav","laavanya vyaayaam karte aahe ","LH LH 0 L-L% "
"109","MAR-P5-target6.wav","ananyaa nindaNi karte aahe ","LH LH 0 L-L% "
"110","MAR-P5-target7.wav","laavanya aaraam karte aahe ","LH LH 0 L-L% "
"111","MAR-P5-target8.wav","ananyaa naangarNi karte aahe ","LH LH 0 L-L% "
"112","MAR-P5-target9.wav","laavanya nindaNi karte aahe ","LH LH 0 L-L% "
"113","MAR-P6-target1.wav","ananyaa naangarNi karte aahe ","LH LH 0 L-L% "
"114","MAR-P6-target10.wav","laavanya aaraam karte aahe ","LH LH LH L-L% "
"115","MAR-P6-target11.wav","ananyaa vyaayaam karte aahe ","LH 0 0 L-L% "
"116","MAR-P6-target12.wav","laavanya naangarNi karte aahe ","LH LH 0 L-L% "
"117","MAR-P6-target13.wav","ananyaa aaraam karte aahe ","LH LH 0 L-L% "
"118","MAR-P6-target14.wav","ananyaa vyaayaam karat aahe ","LH LH 0 L-L% "
"119","MAR-P6-target15.wav","laavanya naangarNi karat aahe ","LH 0 0 L-L% "
"120","MAR-P6-target16.wav","laavanya nindaNi karat aahe ","LH LH 0 L-L% "
"121","MAR-P6-target2.wav","laavanya vyaayaam karte aahe ","LH LH 0 L-L% "
"122","MAR-P6-target3.wav","ananyaa nindaNi karte aahe ","LH 0 0 L-L% "
"123","MAR-P6-target4.wav","ananyaa <p> aaraam karte aahe ","L-H% LH 0 L-L% "
"124","MAR-P6-target5.wav","disfluent ",""
"125","MAR-P6-target6.wav","ananyaa nindaNi karte aahe ","LH LH 0 L-L% "
"126","MAR-P6-target7.wav","laavanya aaraam karte aahe ","LH 0 0 L-L% "
"127","MAR-P6-target8.wav","ananyaa naangarNi karte aahe ","LH LH 0 L-L% "
"128","MAR-P6-target9.wav","laavanya nindaNi karte aahe ","LH 0 0 L-L% "
"129","MAR-P7-target1.wav","ananyaa naangarNi karte aahe ","LH LH LH L-L% "
"130","MAR-P7-target10.wav","laavanya aaraam karte aahe ","LH LH LH L-L% "
"131","MAR-P7-target11.wav","ananyaa vyaayaam karte aahe ","LH LH LH L-H% "
"132","MAR-P7-target12.wav","laavanya naangarNi karte aahe ","LH LH LH L-L% "
"133","MAR-P7-target13.wav","ananyaa aaraam karte aahe ","LH LH LH L-L% "
"134","MAR-P7-target14.wav","ananyaa vyaayaam karte aahe ","LH LH LH L-L% "
"135","MAR-P7-target15.wav","laavanya naangarNi karte aahe ","LH LH 0 L-L% "
"136","MAR-P7-target16.wav","laavanya nindaNi karte aahe ","LH LH 0 L-L% "
"137","MAR-P7-target2.wav","laavanya vyaayaam karte aahe ","LH LH LH L-L% "
"138","MAR-P7-target3.wav","ananyaa nindaNi karte aahe ","LH LH LH L-L% "
"139","MAR-P7-target4.wav","ananyaa aaraam karte aahe ","LH LH LH L-L% "
"140","MAR-P7-target5.wav","laavanya vyaayaam karte aahe ","LH LH LH L-L% "
"141","MAR-P7-target6.wav","ananyaa nindaNi karte aahe ","LH LH LH L-L% "
"142","MAR-P7-target7.wav","laavanya aaraam karte aahe ","LH LH 0 L-L% "
"143","MAR-P7-target8.wav","ananyaa naangarNi karte aahe ","LH LH LH L-L% "
"144","MAR-P7-target9.wav","laavanya nindaNi karte aahe ","LH LH LH L-L% "
"145","MAR-P8-target1.wav","ananyaa naangarNi karat aahe ","LH 0 LH L-H% "
"146","MAR-P8-target10.wav","laavanya <p> aaraam karte aahe ","L-H% LH 0 L-H% "
"147","MAR-P8-target11.wav","ananyaa vyaayaam karat aahe ","LH 0 0 L-H% "
"148","MAR-P8-target12.wav","laavanya naangarNi karat aahe ","LH LH 0 L-L% "
"149","MAR-P8-target13.wav","ananyaa aaraam karat aahe ","LH 0 0 L-H% "
"150","MAR-P8-target14.wav","ananyaa vyaayaam karte aahe ","LH LH 0 L-L% "
"151","MAR-P8-target15.wav","laavanya naangarNi karat aahe ","LH LH 0 L-L% "
"152","MAR-P8-target16.wav","laavanya nindaNi karat aahe ","LH LH 0 L-H% "
"153","MAR-P8-target2.wav","laavanya vyaayaam karat aahe ","LH LH LH L-H% "
"154","MAR-P8-target3.wav","ananyaa nindaNi karat aahe ","LH LH 0 L-H% "
"155","MAR-P8-target4.wav","ananyaa <p> aaraam karat aahe ","L-H% LH 0 L-H% "
"156","MAR-P8-target5.wav","laavanya vyaayaam karat aahe ","LH 0 LH L-H% "
"157","MAR-P8-target6.wav","ananyaa nindaNi karat aahe ","LH LH 0 L-H% "
"158","MAR-P8-target7.wav","laavanya aaraam karat aahe ","LH LH LH L-H% "
"159","MAR-P8-target8.wav","ananyaa naangarNi karat aahe ","LH LH 0 L-H% "
"160","MAR-P8-target9.wav","laavanya nindaNi karat aahe ","LH 0 0 L-H% "
"161","MAR-P9-target1.wav","ananyaa naangarNi karte aahe ","LH LH 0 L-H% "
"162","MAR-P9-target10.wav","laavanya aaraam karte aahe ","LH LH 0 L-L% "
"163","MAR-P9-target11.wav","ananyaa vyaayaam karte aahe ","LH LH 0 L-L% "
"164","MAR-P9-target12.wav","laavanya naangarNi karte aahe ","LH LH LH L-L% "
"165","MAR-P9-target13.wav","ananyaa aaraam karte aahe ","LH LH 0 L-L% "
"166","MAR-P9-target14.wav","ananyaa vyaayaam karte aahe ","LH LH 0 L-H% "
"167","MAR-P9-target15.wav","laavanya naangarNi karte aahe ","LH LH 0 L-H% "
"168","MAR-P9-target16.wav","laavanya nindaNi karte aahe ","LH LH 0 L-H% "
"169","MAR-P9-target2.wav","laavanya vyaayaam karte aahe ","LH LH 0 L-L% "
"170","MAR-P9-target3.wav","ananyaa nindaNi karte aahe ","LH LH LH L-L% "
"171","MAR-P9-target4.wav","ananyaa aaraam karte aahe ","LH LH 0 L-H% "
"172","MAR-P9-target5.wav","laavanya vyaayaam karte aahe ","LH LH LH L-H% "
"173","MAR-P9-target6.wav","ananyaa nindaNi karte aahe ","LH LH LH L-L% "
"174","MAR-P9-target7.wav","laavanya aaraam karte aahe ","LH LH LH L-L% "
"175","MAR-P9-target8.wav","ananyaa naangarNi karte aahe ","LH LH 0 L-H% "
"176","MAR-P9-target9.wav","laavanya nindaNi karte aahe ","LH 0 0 L-H% "
