File,totalDuration,label,duration 
CHO-P1-target1.wav,2.0698476619675334,ananyaa,0.5139015369790323 
CHO-P1-target1.wav,2.0698476619675334,<p>,0.05237016066498856 
CHO-P1-target1.wav,2.0698476619675334,kheDvaanu,0.39137177049353933 
CHO-P1-target1.wav,2.0698476619675334,kaam,0.23127491585628035 
CHO-P1-target1.wav,2.0698476619675334,karti hase,0.880929277973693 
CHO-P1-target1.wav,2.0698476619675334,a,0.09711587639633962 
CHO-P1-target1.wav,2.0698476619675334,nan,0.2554545929348422 
CHO-P1-target1.wav,2.0698476619675334,yaa,0.16133106764785043 
CHO-P1-target1.wav,2.0698476619675334,kheD,0.17819952491139968 
CHO-P1-target1.wav,2.0698476619675334,vaa,0.1481923034646333 
CHO-P1-target1.wav,2.0698476619675334,nu,0.06463213960012948 
CHO-P1-target1.wav,2.0698476619675334,karti hase,0.880929277973693 
CHO-P1-target10.wav,1.852533305608615,laavanya,0.5806390259706011 
CHO-P1-target10.wav,1.852533305608615,aaraam,0.43858874694178995 
CHO-P1-target10.wav,1.852533305608615,karti hase,0.833305532696224 
CHO-P1-target10.wav,1.852533305608615,laa,0.16596553084148077 
CHO-P1-target10.wav,1.852533305608615,van,0.15877762882587723 
CHO-P1-target10.wav,1.852533305608615,ya,0.2558958663032431 
CHO-P1-target10.wav,1.852533305608615,aa,0.24139629291237286 
CHO-P1-target10.wav,1.852533305608615,raam,0.1971924540294171 
CHO-P1-target10.wav,1.852533305608615,karti hase,0.833305532696224 
CHO-P1-target11.wav,1.8499356039442938,ananyaa,0.45657435986573786 
CHO-P1-target11.wav,1.8499356039442938,kasrat,0.41752316898821396 
CHO-P1-target11.wav,1.8499356039442938,karti hase,0.9758380750903419 
CHO-P1-target11.wav,1.8499356039442938,a,0.03336419077664493 
CHO-P1-target11.wav,1.8499356039442938,nan,0.2775455418550975 
CHO-P1-target11.wav,1.8499356039442938,yaa,0.14560299196852067 
CHO-P1-target11.wav,1.8499356039442938,kas,0.244962358683124 
CHO-P1-target11.wav,1.8499356039442938,rat,0.17256081030508996 
CHO-P1-target11.wav,1.8499356039442938,karti hase,0.9758380750903419 
CHO-P1-target12.wav,2.063598147322199,laavanya,0.49688416798554313 
CHO-P1-target12.wav,2.063598147322199,kheDvaanu,0.49843651861948957 
CHO-P1-target12.wav,2.063598147322199,kaam ,0.2293048069190382 
CHO-P1-target12.wav,2.063598147322199,karti hase,0.8389726537981284 
CHO-P1-target12.wav,2.063598147322199,laa,0.14692468684044346 
CHO-P1-target12.wav,2.063598147322199,van,0.16723178370182623 
CHO-P1-target12.wav,2.063598147322199,ya,0.18272769744327344 
CHO-P1-target12.wav,2.063598147322199,kheD,0.22136608274119374 
CHO-P1-target12.wav,2.063598147322199,vaa,0.13014134988026105 
CHO-P1-target12.wav,2.063598147322199,nu,0.14692908599803478 
