"","talker","language","File","labelPoint","label","f0","time","begTimeLabel","endTimeLabel","utt","condition","gf","wordDur","Time","f0.mean","f0.sd","f0.z","item"
"1","P1","Chodri","CHO-P1-target1.wav","L","ananyaa",168.63078823154,0.43768686202748,0.380532350562282,0.894433887541314,"target1","subjFoc","subject",0.513901536979032,0.111216852553468,183.971903581959,17.9941297868013,-0.852562226247339,"CHO-P1-target1.wav-subject"
"2","P1","Chodri","CHO-P1-target1.wav","H","ananyaa",180.32035855427,0.733074244540294,0.380532350562282,0.894433887541314,"target1","subjFoc","subject",0.513901536979032,0.686010584927275,183.971903581959,17.9941297868013,-0.202929792713133,"CHO-P1-target1.wav-subject"
"3","P1","Chodri","CHO-P1-target10.wav","L","laavanya",185.613128113722,0.0892006547097962,0.0523172311813271,0.632956257151928,"target10","predFoc","subject",0.580639025970601,0.0635221228315034,183.971903581959,17.9941297868013,0.0912088859649707,"CHO-P1-target10.wav-subject"
"4","P1","Chodri","CHO-P1-target10.wav","H","laavanya",143.933218570077,0.619096924074804,0.0523172311813271,0.632956257151928,"target10","predFoc","subject",0.580639025970601,0.976130896379283,183.971903581959,17.9941297868013,-2.22509704477347,"CHO-P1-target10.wav-subject"
"5","P1","Chodri","CHO-P1-target10.wav","L","aaraam",163.07999306995,0.742683992056861,0.632956257151928,1.07154500409372,"target10","predFoc","predicate",0.43858874694179,0.250183653069184,183.971903581959,17.9941297868013,-1.16104033701777,"CHO-P1-target10.wav-predicate"
"6","P1","Chodri","CHO-P1-target10.wav","H","aaraam",188.042467849139,1.03217245388561,0.632956257151928,1.07154500409372,"target10","predFoc","predicate",0.43858874694179,0.910229000441433,183.971903581959,17.9941297868013,0.226216233594437,"CHO-P1-target10.wav-predicate"
"7","P1","Chodri","CHO-P1-target11.wav","L","ananyaa",196.710105797791,0.39312465693836,0.306671091504878,0.763245451370616,"target11","subjFoc","subject",0.456574359865738,0.189352651031268,183.971903581959,17.9941297868013,0.707908766178605,"CHO-P1-target11.wav-subject"
"8","P1","Chodri","CHO-P1-target11.wav","H","ananyaa",202.741082101236,0.628562380650197,0.306671091504878,0.763245451370616,"target11","subjFoc","subject",0.456574359865738,0.705013941737718,183.971903581959,17.9941297868013,1.04307230978427,"CHO-P1-target11.wav-subject"
"9","P1","Chodri","CHO-P1-target11.wav","L","kasrat",182.885117460104,0.918535000600051,0.763245451370616,1.18076862035883,"target11","subjFoc","predicate",0.417523168988214,0.371930375997454,183.971903581959,17.9941297868013,-0.0603967035211775,"CHO-P1-target11.wav-predicate"
"10","P1","Chodri","CHO-P1-target11.wav","H","kasrat",190.117149629695,1.11988180830618,0.763245451370616,1.18076862035883,"target11","subjFoc","predicate",0.417523168988214,0.854171417121128,183.971903581959,17.9941297868013,0.341513933740946,"CHO-P1-target11.wav-predicate"
"11","P1","Chodri","CHO-P1-target12.wav","L","laavanya",185.116540840199,0.56664248652485,0.468419783002572,0.965303950988116,"target12","predFoc","subject",0.496884167985543,0.197677265348361,183.971903581959,17.9941297868013,0.0636117040280579,"CHO-P1-target12.wav-subject"
"12","P1","Chodri","CHO-P1-target12.wav","H","laavanya",189.942006089078,0.842794177008634,0.468419783002572,0.965303950988116,"target12","predFoc","subject",0.496884167985543,0.75344399787146,183.971903581959,17.9941297868013,0.331780562764289,"CHO-P1-target12.wav-subject"
"13","P1","Chodri","CHO-P1-target13.wav","L","ananyaa",181.489622006286,0.300487166196619,0.26343108942752,0.741009623919925,"target13","subjFoc","subject",0.477578534492405,0.077591587755267,183.971903581959,17.9941297868013,-0.137949520487178,"CHO-P1-target13.wav-subject"
"14","P1","Chodri","CHO-P1-target13.wav","H","ananyaa",187.501540863019,0.641222786714494,0.26343108942752,0.741009623919925,"target13","subjFoc","subject",0.477578534492405,0.791056695394633,183.971903581959,17.9941297868013,0.196154930684617,"CHO-P1-target13.wav-subject"
"15","P1","Chodri","CHO-P1-target13.wav","L","aaraam",177.097800681071,0.865608849379862,0.741009623919925,1.1211959495534,"target13","subjFoc","predicate",0.380186325633479,0.327732001545099,183.971903581959,17.9941297868013,-0.382019190832456,"CHO-P1-target13.wav-predicate"
"16","P1","Chodri","CHO-P1-target13.wav","H","aaraam",184.650474281879,1.03853452096115,0.741009623919925,1.1211959495534,"target13","subjFoc","predicate",0.380186325633479,0.782576534138829,183.971903581959,17.9941297868013,0.0377106705331109,"CHO-P1-target13.wav-predicate"
"17","P1","Chodri","CHO-P1-target14.wav","L","ananyaa",176.862664833213,0.54646665405951,0.301173768421026,0.808331587318356,"target14","predFoc","subject",0.50715781889733,0.48366184351018,183.971903581959,17.9941297868013,-0.395086555058694,"CHO-P1-target14.wav-subject"
"18","P1","Chodri","CHO-P1-target14.wav","H","ananyaa",180.790305385588,0.704765537680417,0.301173768421026,0.808331587318356,"target14","predFoc","subject",0.50715781889733,0.795791278811173,183.971903581959,17.9941297868013,-0.176813118170623,"CHO-P1-target14.wav-subject"
"19","P1","Chodri","CHO-P1-target14.wav","L","kasrat",173.631062933716,0.996890358550579,0.883706966140003,1.37108851305085,"target14","predFoc","predicate",0.487381546910849,0.232227488151659,183.971903581959,17.9941297868013,-0.57467856299605,"CHO-P1-target14.wav-predicate"
"20","P1","Chodri","CHO-P1-target14.wav","H","kasrat",183.184560119679,1.18860916610319,0.883706966140003,1.37108851305085,"target14","predFoc","predicate",0.487381546910849,0.625592417061612,183.971903581959,17.9941297868013,-0.0437555731568118,"CHO-P1-target14.wav-predicate"
"21","P1","Chodri","CHO-P1-target15.wav","L","laavanya",176.244734147442,0.416592224365427,0.287468676250973,0.769672848636444,"target15","subjFoc","subject",0.482204172385471,0.267777749569602,183.971903581959,17.9941297868013,-0.429427236886154,"CHO-P1-target15.wav-subject"
"22","P1","Chodri","CHO-P1-target15.wav","H","laavanya",184.884132494964,0.639376981871753,0.287468676250973,0.769672848636444,"target15","subjFoc","subject",0.482204172385471,0.729791083888562,183.971903581959,17.9941297868013,0.0506959171581842,"CHO-P1-target15.wav-subject"
"23","P1","Chodri","CHO-P1-target16.wav","L","laavanya",178.184117200263,0.463499847253799,0.352429571833859,0.815367433847499,"target16","predFoc","subject",0.462937862013641,0.239924803162174,183.971903581959,17.9941297868013,-0.321648584859112,"CHO-P1-target16.wav-subject"
"24","P1","Chodri","CHO-P1-target16.wav","H","laavanya",193.10110935372,0.7026414452818,0.352429571833859,0.815367433847499,"target16","predFoc","subject",0.462937862013641,0.75649866253027,183.971903581959,17.9941297868013,0.507343554810693,"CHO-P1-target16.wav-subject"
"25","P1","Chodri","CHO-P1-target16.wav","L","nedvaanu",180.762665450441,0.974486167826451,0.815367433847499,1.35283495332678,"target16","predFoc","predicate",0.537467519479283,0.296052744048815,183.971903581959,17.9941297868013,-0.178349171065334,"CHO-P1-target16.wav-predicate"
"26","P1","Chodri","CHO-P1-target16.wav","H","nedvaanu",190.829660219145,1.29129768658149,0.815367433847499,1.35283495332678,"target16","predFoc","predicate",0.537467519479283,0.885505143073749,183.971903581959,17.9941297868013,0.381110768813972,"CHO-P1-target16.wav-predicate"
"27","P1","Chodri","CHO-P1-target2.wav","L","laavanya",182.471894818052,0.473325689187208,0.390732125289102,0.886679461331365,"target2","predFoc","subject",0.495947336042263,0.166536964503561,183.971903581959,17.9941297868013,-0.0833610061547298,"CHO-P1-target2.wav-subject"
"28","P1","Chodri","CHO-P1-target2.wav","H","laavanya",185.29780704516,0.813125603496491,0.390732125289102,0.886679461331365,"target2","predFoc","subject",0.495947336042263,0.851690184643706,183.971903581959,17.9941297868013,0.0736853339900412,"CHO-P1-target2.wav-subject"
"29","P1","Chodri","CHO-P1-target2.wav","L","kasrat",182.308261604284,1.03620117587703,0.886679461331365,1.35132880503565,"target2","predFoc","predicate",0.464649343704287,0.321794739563489,183.971903581959,17.9941297868013,-0.0924547059172032,"CHO-P1-target2.wav-predicate"
"30","P1","Chodri","CHO-P1-target2.wav","H","kasrat",203.699763249159,1.25159794538462,0.886679461331365,1.35132880503565,"target2","predFoc","predicate",0.464649343704287,0.785363175473453,183.971903581959,17.9941297868013,1.09634974855355,"CHO-P1-target2.wav-predicate"
"31","P1","Chodri","CHO-P1-target3.wav","L","ananyaa",181.635439557074,0.311429276325734,0.293252897650001,0.757595776449915,"target3","subjFoc","subject",0.464342878799914,0.0391443037151973,183.971903581959,17.9941297868013,-0.129845902667607,"CHO-P1-target3.wav-subject"
"32","P1","Chodri","CHO-P1-target3.wav","H","ananyaa",190.972653027454,0.613426050254248,0.293252897650001,0.757595776449915,"target3","subjFoc","subject",0.464342878799914,0.689518817283747,183.971903581959,17.9941297868013,0.389057405300577,"CHO-P1-target3.wav-subject"
"33","P1","Chodri","CHO-P1-target3.wav","L","nedvaanu",162.475306822162,0.963769081677469,0.757595776449915,1.21373768335626,"target3","subjFoc","predicate",0.456141906906341,0.451993781114892,183.971903581959,17.9941297868013,-1.19464497669481,"CHO-P1-target3.wav-predicate"
"34","P1","Chodri","CHO-P1-target3.wav","H","nedvaanu",184.500032740399,1.14064922301308,0.757595776449915,1.21373768335626,"target3","subjFoc","predicate",0.456141906906341,0.839768152768766,183.971903581959,17.9941297868013,0.0293500805372044,"CHO-P1-target3.wav-predicate"
"35","P1","Chodri","CHO-P1-target5.wav","L","laavanya",179.919342790232,0.326684568284345,0.289859846961827,0.785954638983938,"target5","subjFoc","subject",0.496094792022111,0.0742292036012283,183.971903581959,17.9941297868013,-0.225215714221389,"CHO-P1-target5.wav-subject"
"36","P1","Chodri","CHO-P1-target5.wav","H","laavanya",192.033810167231,0.729665411428401,0.289859846961827,0.785954638983938,"target5","subjFoc","subject",0.496094792022111,0.886535338687796,183.971903581959,17.9941297868013,0.448029811988187,"CHO-P1-target5.wav-subject"
"39","P1","Chodri","CHO-P1-target6.wav","L","ananyaa",191.359127490974,0.243839304127308,0.141801960434498,0.638132628286808,"target6","predFoc","subject",0.496330667852309,0.205583394905537,183.971903581959,17.9941297868013,0.410535213235693,"CHO-P1-target6.wav-subject"
"40","P1","Chodri","CHO-P1-target6.wav","H","ananyaa",200.027841443617,0.419597951134176,0.141801960434498,0.638132628286808,"target6","predFoc","subject",0.496330667852309,0.559699427604865,183.971903581959,17.9941297868013,0.892287543320671,"CHO-P1-target6.wav-subject"
"41","P1","Chodri","CHO-P1-target6.wav","L","nedvaanu",185.3947990386,0.76530948828876,0.638132628286808,1.15986201617329,"target6","predFoc","predicate",0.52172938788648,0.24376020012433,183.971903581959,17.9941297868013,0.0790755359386511,"CHO-P1-target6.wav-predicate"
