File,label,time,f0 
MAR-P1-target1,ananyaa,0.11082766439909311,NA
MAR-P1-target1,ananyaa,0.12082766439909312,NA
MAR-P1-target1,ananyaa,0.1308276643990931,NA
MAR-P1-target1,ananyaa,0.1408276643990931,208.83178515445857 
MAR-P1-target1,ananyaa,0.15082766439909312,207.97332333442074 
MAR-P1-target1,ananyaa,0.16082766439909313,212.1094158760775 
MAR-P1-target1,ananyaa,0.1708276643990931,212.77960080955123 
MAR-P1-target1,ananyaa,0.18082766439909312,209.9015670963917 
MAR-P1-target1,ananyaa,0.19082766439909313,207.701095882239 
MAR-P1-target1,ananyaa,0.2008276643990931,205.57700651394288 
MAR-P1-target1,ananyaa,0.21082766439909312,205.65822677153722 
MAR-P1-target1,ananyaa,0.22082766439909313,206.05359441803733 
MAR-P1-target1,ananyaa,0.2308276643990931,213.2283604929858 
MAR-P1-target1,ananyaa,0.24082766439909312,216.50937808124343 
MAR-P1-target1,ananyaa,0.2508276643990931,218.50124655842797 
MAR-P1-target1,ananyaa,0.2608276643990931,220.9634771560583 
MAR-P1-target1,ananyaa,0.2708276643990931,222.89836845633474 
MAR-P1-target1,ananyaa,0.2808276643990931,224.82131676787793 
MAR-P1-target1,ananyaa,0.29082766439909313,225.3283805474614 
MAR-P1-target1,ananyaa,0.30082766439909314,226.3282768189065 
MAR-P1-target1,ananyaa,0.3108276643990931,227.19433336145542 
MAR-P1-target1,ananyaa,0.3208276643990931,228.6915216718522 
MAR-P1-target1,ananyaa,0.3308276643990931,227.14424963908476 
MAR-P1-target1,ananyaa,0.3408276643990931,228.2491952485645 
MAR-P1-target1,ananyaa,0.35082766439909313,227.38442743977924 
MAR-P1-target1,ananyaa,0.36082766439909314,226.17680629804997 
MAR-P1-target1,ananyaa,0.37082766439909315,227.88292448149485 
MAR-P1-target1,ananyaa,0.3808276643990931,227.90521682914655 
MAR-P1-target1,ananyaa,0.3908276643990931,228.6236830001257 
MAR-P1-target1,ananyaa,0.4008276643990931,230.53388129289664 
MAR-P1-target1,ananyaa,0.41082766439909313,231.12057558621902 
MAR-P1-target1,ananyaa,0.42082766439909314,230.37413598849517 
MAR-P1-target1,ananyaa,0.43082766439909315,231.0600673856451 
MAR-P1-target1,ananyaa,0.4408276643990931,232.07528972265166 
MAR-P1-target1,ananyaa,0.4508276643990931,234.0012610977344 
MAR-P1-target1,ananyaa,0.4608276643990931,242.68197743831595 
MAR-P1-target1,ananyaa,0.4708276643990931,247.35451490661097 
MAR-P1-target1,ananyaa,0.48082766439909314,248.75180674462584 
MAR-P1-target1,ananyaa,0.49082766439909314,248.80172793092848 
